customer_key,customer_code,customer_name,country_code,customer_segment,industry,city,owning_team_id,created_date
293,CUST-00293,Lotus Media Trading,EG,SME,Media,Giza,T02,2019-08-09
294,CUST-00294,Alex Energy Solutions,EG,SME,Media,New Cairo,T02,2023-01-19
295,CUST-00295,Sinai Energy Partners,EG,SME,Hospitality,Giza,T02,2020-06-30
296,CUST-00296,Pyramid Manufacturing Holding,EG,SME,Retail,Cairo,T02,2021-06-21
297,CUST-00297,Pyramid Logistics Group,EG,SME,Media,Alexandria,T02,2020-09-29
298,CUST-00298,Alex Education Group,EG,SME,Logistics,New Cairo,T02,2021-05-22
299,CUST-00299,Horus Real Estate Solutions,EG,SME,Real Estate,Giza,T02,2020-12-17
300,CUST-00300,Nile Energy Trading,EG,SME,Energy,New Cairo,T02,2020-06-18
301,CUST-00301,Lotus Hospitality Services,EG,SME,Healthcare,Cairo,T02,2021-06-13
302,CUST-00302,Lotus Manufacturing Co.,EG,SME,Construction,Giza,T02,2023-07-31
303,CUST-00303,Alex Logistics Enterprises,EG,SME,Real Estate,Cairo,T02,2021-08-16
304,CUST-00304,Sinai Energy Solutions,EG,SME,Healthcare,Alexandria,T02,2019-03-28
305,CUST-00305,Lotus Healthcare Co.,EG,SME,Financial Services,Cairo,T02,2020-04-10
306,CUST-00306,Alex Healthcare Trading,EG,SME,Construction,Alexandria,T02,2020-03-06
307,CUST-00307,Alex Construction Holding,EG,SME,Hospitality,Giza,T02,2022-08-01
308,CUST-00308,Memphis Government Services Solutions,EG,SME,Retail,New Cairo,T02,2021-04-08
309,CUST-00309,Pyramid Manufacturing Group,EG,SME,Government Services,Giza,T02,2019-11-04
310,CUST-00310,Alex Media Co.,EG,SME,Government Services,Alexandria,T02,2023-01-12
311,CUST-00311,Alex Media Partners,EG,SME,Real Estate,Giza,T02,2023-11-28
312,CUST-00312,Lotus Logistics Holding,EG,SME,Hospitality,Cairo,T02,2022-09-22
313,CUST-00313,Alex Media Group,EG,SME,Financial Services,Giza,T02,2022-06-13
314,CUST-00314,Delta Hospitality Solutions,EG,SME,Real Estate,New Cairo,T02,2019-07-04
315,CUST-00315,Alex Healthcare Partners,EG,SME,Hospitality,Cairo,T02,2019-09-06
316,CUST-00316,Horus Logistics Services,EG,SME,Construction,Giza,T02,2020-12-24
317,CUST-00317,Lotus Education Trading,EG,SME,Financial Services,Cairo,T02,2019-03-29
318,CUST-00318,Lotus Energy Group,EG,SME,Manufacturing,Giza,T02,2023-09-13
319,CUST-00319,Lotus Logistics Services,EG,SME,Financial Services,Giza,T02,2023-07-28
320,CUST-00320,Alex Education Trading,EG,SME,Education,Giza,T02,2020-01-15
321,CUST-00321,Alex Manufacturing Solutions,EG,SME,Retail,Giza,T02,2021-06-21
322,CUST-00322,Horus Media Co.,EG,SME,Financial Services,New Cairo,T02,2020-04-27
323,CUST-00323,Delta Construction Services,EG,SME,Construction,Cairo,T02,2021-01-12
324,CUST-00324,Memphis Real Estate Partners,EG,SME,Education,Alexandria,T02,2022-10-16
325,CUST-00325,Delta Manufacturing Solutions,EG,SME,Energy,Alexandria,T02,2020-04-04
326,CUST-00326,Sinai Retail Trading,EG,SME,Healthcare,Giza,T02,2019-11-05
327,CUST-00327,Memphis Real Estate Holding,EG,SME,Manufacturing,New Cairo,T02,2023-02-08
328,CUST-00328,Lotus Retail Co.,EG,SME,Retail,New Cairo,T02,2020-10-16
329,CUST-00329,Nile Logistics Enterprises,EG,SME,Retail,New Cairo,T02,2023-08-18
330,CUST-00330,Pyramid Healthcare Group,EG,SME,Hospitality,Cairo,T02,2019-06-21
331,CUST-00331,Alex IT Distribution,EG,Partner,IT Channel,Cairo,T03,2020-09-12
332,CUST-00332,Memphis Networks LLC,EG,Partner,IT Channel,Cairo,T03,2021-04-11
333,CUST-00333,Memphis IT Distribution,EG,Partner,IT Channel,Cairo,T03,2022-04-02
334,CUST-00334,Delta Systems Integrator,EG,Partner,IT Channel,New Cairo,T03,2023-06-28
335,CUST-00335,Sinai Systems Integrator,EG,Partner,IT Channel,Alexandria,T03,2020-02-06
336,CUST-00336,Delta IT Distribution,EG,Partner,IT Channel,Cairo,T03,2023-08-28
337,CUST-00337,Pyramid IT Distribution,EG,Partner,IT Channel,Alexandria,T03,2022-01-18
338,CUST-00338,Nile Tech Resellers,EG,Partner,IT Channel,Alexandria,T03,2022-10-27
339,CUST-00339,Sinai Digital Partners,EG,Partner,IT Channel,New Cairo,T03,2019-02-18
340,CUST-00340,Pyramid Networks LLC,EG,Partner,IT Channel,Alexandria,T03,2023-01-29
341,CUST-00341,Horus Systems Integrator,EG,Partner,IT Channel,Alexandria,T03,2020-02-05
342,CUST-00342,Sinai Networks LLC,EG,Partner,IT Channel,Alexandria,T03,2019-06-20
343,CUST-00343,Lotus Tech Resellers,EG,Partner,IT Channel,New Cairo,T03,2020-10-01
344,CUST-00344,Alex Systems Integrator,EG,Partner,IT Channel,Cairo,T03,2022-09-09
345,CUST-00345,Lotus Digital Partners,EG,Partner,IT Channel,Giza,T03,2021-11-30
346,CUST-00346,Memphis Systems Integrator,EG,Partner,IT Channel,Giza,T03,2019-08-15
347,CUST-00347,Lotus Networks LLC,EG,Partner,IT Channel,New Cairo,T03,2021-04-01
348,CUST-00348,Nile Digital Partners,EG,Partner,IT Channel,Giza,T03,2021-09-05
349,CUST-00349,Delta Tech Resellers,EG,Partner,IT Channel,Giza,T03,2021-12-18
350,CUST-00350,Horus IT Distribution,EG,Partner,IT Channel,Giza,T03,2021-04-24
351,CUST-00351,Pyramid Systems Integrator,EG,Partner,IT Channel,New Cairo,T03,2023-09-24
352,CUST-00352,Horus Digital Partners,EG,Partner,IT Channel,New Cairo,T03,2023-11-02
353,CUST-00353,Delta Networks LLC,EG,Partner,IT Channel,Cairo,T03,2019-02-14
354,CUST-00354,Horus Tech Resellers,EG,Partner,IT Channel,New Cairo,T03,2021-07-09
355,CUST-00355,Nile Networks LLC,EG,Partner,IT Channel,Cairo,T03,2022-09-04
356,CUST-00356,Alex Tech Resellers,EG,Partner,IT Channel,Alexandria,T03,2023-11-09
357,CUST-00357,Sinai IT Distribution,EG,Partner,IT Channel,Cairo,T03,2023-10-30
358,CUST-00358,Memphis Tech Resellers,EG,Partner,IT Channel,New Cairo,T03,2021-05-05
359,CUST-00359,Alex Networks LLC,EG,Partner,IT Channel,Cairo,T03,2021-11-22
360,CUST-00360,Sinai Tech Resellers,EG,Partner,IT Channel,Cairo,T03,2022-01-31
361,CUST-00361,Alex Digital Partners,EG,Partner,IT Channel,New Cairo,T03,2019-12-01
362,CUST-00362,Nile IT Distribution,EG,Partner,IT Channel,New Cairo,T03,2023-06-11
363,CUST-00363,Horus Networks LLC,EG,Partner,IT Channel,Cairo,T03,2022-06-16
364,CUST-00364,Lotus IT Distribution,EG,Partner,IT Channel,Cairo,T03,2019-10-29
365,CUST-00365,Nile Systems Integrator,EG,Partner,IT Channel,Alexandria,T03,2023-08-05
366,CUST-00366,Delta Digital Partners,EG,Partner,IT Channel,New Cairo,T03,2021-09-12
367,CUST-00367,Pyramid Digital Partners,EG,Partner,IT Channel,Giza,T03,2020-12-07
368,CUST-00368,Lotus Systems Integrator,EG,Partner,IT Channel,Giza,T03,2020-11-08
369,CUST-00369,Pyramid Tech Resellers,EG,Partner,IT Channel,Giza,T03,2023-11-10
370,CUST-00370,Memphis Digital Partners,EG,Partner,IT Channel,Alexandria,T03,2020-04-14
371,CUST-00371,Nile Networks LLC 371,EG,Partner,IT Channel,Alexandria,T03,2022-08-10
372,CUST-00372,Sinai Networks LLC 372,EG,Partner,IT Channel,Giza,T03,2023-11-25
373,CUST-00373,Horus IT Distribution 373,EG,Partner,IT Channel,Giza,T03,2022-08-25
374,CUST-00374,Sinai Networks LLC 374,EG,Partner,IT Channel,Giza,T03,2023-08-23
375,CUST-00375,Pyramid Digital Partners 375,EG,Partner,IT Channel,New Cairo,T03,2022-12-20
376,CUST-00376,Tuwaiq Energy Solutions,SA,Enterprise,Government Services,Jeddah,T04,2022-05-11
377,CUST-00377,Hejaz Government Services Group,SA,Enterprise,Logistics,Khobar,T04,2022-04-18
378,CUST-00378,Asir Healthcare Trading,SA,Enterprise,Real Estate,Khobar,T04,2022-01-07
379,CUST-00379,Najd Government Services Holding,SA,Enterprise,Manufacturing,Khobar,T04,2023-07-13
380,CUST-00380,Najd Hospitality Services,SA,Enterprise,Construction,Dammam,T04,2023-05-12
381,CUST-00381,Falcon Construction Partners,SA,Enterprise,Real Estate,Khobar,T04,2023-07-26
382,CUST-00382,Qassim Logistics Holding,SA,Enterprise,Construction,Dammam,T04,2019-03-10
383,CUST-00383,Oasis Energy Partners,SA,Enterprise,Media,Dammam,T04,2023-10-26
384,CUST-00384,Dune Retail Holding,SA,Enterprise,Real Estate,Riyadh,T04,2022-04-12
385,CUST-00385,Tuwaiq Logistics Services,SA,Enterprise,Retail,Riyadh,T04,2022-08-29
386,CUST-00386,Hejaz Construction Group,SA,Enterprise,Manufacturing,Dammam,T04,2019-06-12
387,CUST-00387,Asir Retail Solutions,SA,Enterprise,Hospitality,Dammam,T04,2020-07-28
388,CUST-00388,Dune Media Enterprises,SA,Enterprise,Manufacturing,Khobar,T04,2023-03-18
389,CUST-00389,Oasis Retail Holding,SA,Enterprise,Real Estate,Dammam,T04,2023-10-11
390,CUST-00390,Falcon Hospitality Partners,SA,Enterprise,Retail,Khobar,T04,2022-06-17
391,CUST-00391,Tuwaiq Healthcare Co.,SA,Enterprise,Retail,Khobar,T04,2020-05-31
392,CUST-00392,Asir Healthcare Enterprises,SA,Enterprise,Financial Services,Khobar,T04,2022-11-25
393,CUST-00393,Falcon Construction Holding,SA,Enterprise,Logistics,Jeddah,T04,2023-05-31
394,CUST-00394,Oasis Manufacturing Co.,SA,Enterprise,Manufacturing,Riyadh,T04,2020-08-08
395,CUST-00395,Falcon Government Services Holding,SA,Enterprise,Real Estate,Khobar,T04,2020-05-12
396,CUST-00396,Qassim Healthcare Trading,SA,Enterprise,Energy,Riyadh,T04,2019-04-05
397,CUST-00397,Tuwaiq Energy Group,SA,Enterprise,Real Estate,Riyadh,T04,2022-12-13
398,CUST-00398,Dune Construction Services,SA,Enterprise,Real Estate,Riyadh,T04,2019-03-22
399,CUST-00399,Qassim Healthcare Services,SA,Enterprise,Construction,Riyadh,T04,2019-09-29
400,CUST-00400,Oasis Manufacturing Group,SA,Enterprise,Real Estate,Riyadh,T04,2023-09-19
401,CUST-00401,Oasis Construction Trading,SA,Enterprise,Construction,Riyadh,T04,2022-10-12
402,CUST-00402,Dune Manufacturing Holding,SA,Enterprise,Manufacturing,Khobar,T04,2021-02-27
403,CUST-00403,Dune Logistics Group,SA,Enterprise,Manufacturing,Riyadh,T04,2023-08-08
404,CUST-00404,Falcon Logistics Co.,SA,Enterprise,Real Estate,Khobar,T04,2022-06-22
405,CUST-00405,Tuwaiq Media Solutions,SA,Enterprise,Healthcare,Khobar,T04,2021-11-14
406,CUST-00406,Falcon Logistics Partners,SA,Enterprise,Construction,Dammam,T04,2019-07-16
407,CUST-00407,Hejaz Logistics Co.,SA,Enterprise,Retail,Dammam,T04,2020-04-21
408,CUST-00408,Oasis Education Co.,SA,Enterprise,Construction,Riyadh,T04,2021-05-09
409,CUST-00409,Falcon Retail Partners,SA,Enterprise,Energy,Khobar,T04,2019-07-18
410,CUST-00410,Najd Education Partners,SA,Enterprise,Financial Services,Riyadh,T04,2019-03-07
411,CUST-00411,Najd Hospitality Enterprises,SA,Enterprise,Logistics,Khobar,T04,2019-12-25
412,CUST-00412,Oasis Retail Enterprises,SA,Enterprise,Energy,Riyadh,T04,2021-01-29
413,CUST-00413,Dune Logistics Services,SA,Enterprise,Construction,Jeddah,T04,2019-01-24
414,CUST-00414,Qassim Manufacturing Holding,SA,Enterprise,Government Services,Khobar,T04,2023-05-05
415,CUST-00415,Tuwaiq Logistics Partners,SA,Enterprise,Real Estate,Riyadh,T04,2019-06-19
416,CUST-00416,Oasis Retail Co.,SA,Enterprise,Healthcare,Dammam,T04,2022-06-04
417,CUST-00417,Falcon Construction Co.,SA,Enterprise,Energy,Khobar,T04,2022-05-10
418,CUST-00418,Asir Energy Holding,SA,Enterprise,Retail,Dammam,T04,2021-02-05
419,CUST-00419,Qassim Media Holding,SA,Enterprise,Media,Dammam,T04,2019-12-09
420,CUST-00420,Asir Media Enterprises,SA,Enterprise,Energy,Dammam,T04,2021-07-17
421,CUST-00421,Oasis Financial Services Co.,SA,Enterprise,Government Services,Riyadh,T04,2021-07-15
422,CUST-00422,Tuwaiq Financial Services Group,SA,Enterprise,Hospitality,Dammam,T04,2021-04-15
423,CUST-00423,Tuwaiq Real Estate Partners,SA,Enterprise,Retail,Jeddah,T04,2023-02-22
424,CUST-00424,Oasis Logistics Group,SA,Enterprise,Hospitality,Dammam,T04,2022-05-27
425,CUST-00425,Tuwaiq Energy Partners,SA,Enterprise,Logistics,Dammam,T04,2021-12-06
426,CUST-00426,Najd Education Trading,SA,Enterprise,Manufacturing,Khobar,T04,2023-10-03
427,CUST-00427,Oasis Healthcare Solutions,SA,Enterprise,Education,Riyadh,T04,2020-02-26
428,CUST-00428,Qassim Logistics Services,SA,Enterprise,Construction,Dammam,T04,2019-08-04
429,CUST-00429,Dune Construction Group,SA,Enterprise,Financial Services,Dammam,T04,2022-02-05
430,CUST-00430,Hejaz Media Solutions,SA,Enterprise,Media,Riyadh,T04,2020-08-27
431,CUST-00431,Najd Education Co.,SA,Enterprise,Logistics,Jeddah,T04,2021-08-18
432,CUST-00432,Qassim Financial Services Co.,SA,Enterprise,Energy,Khobar,T04,2022-04-03
433,CUST-00433,Qassim Retail Services,SA,Enterprise,Media,Dammam,T04,2023-09-22
434,CUST-00434,Tuwaiq Energy Enterprises,SA,Enterprise,Logistics,Jeddah,T04,2021-01-30
435,CUST-00435,Hejaz Media Group,SA,Enterprise,Government Services,Khobar,T04,2019-09-14
436,CUST-00436,Falcon Real Estate Trading,SA,Enterprise,Financial Services,Khobar,T04,2019-11-18
437,CUST-00437,Asir Hospitality Services,SA,Enterprise,Education,Jeddah,T04,2019-06-14
438,CUST-00438,Oasis Healthcare Trading,SA,Enterprise,Healthcare,Jeddah,T04,2019-12-27
439,CUST-00439,Qassim Retail Co.,SA,Enterprise,Real Estate,Khobar,T04,2020-05-30
440,CUST-00440,Oasis Healthcare Group,SA,Enterprise,Government Services,Dammam,T04,2019-10-12
441,CUST-00441,Falcon Hospitality Services,SA,Enterprise,Construction,Jeddah,T04,2020-03-21
442,CUST-00442,Falcon Healthcare Services,SA,Enterprise,Construction,Khobar,T04,2022-05-15
443,CUST-00443,Qassim Hospitality Solutions,SA,Enterprise,Financial Services,Jeddah,T04,2022-07-08
444,CUST-00444,Dune Hospitality Solutions,SA,Enterprise,Government Services,Jeddah,T04,2019-03-22
445,CUST-00445,Asir Media Partners,SA,Enterprise,Financial Services,Khobar,T04,2022-09-05
446,CUST-00446,Oasis Logistics Services,SA,SME,Government Services,Jeddah,T05,2020-03-02
447,CUST-00447,Asir Financial Services Trading,SA,SME,Manufacturing,Khobar,T05,2022-05-03
448,CUST-00448,Oasis Construction Group,SA,SME,Manufacturing,Khobar,T05,2023-09-03
449,CUST-00449,Oasis Manufacturing Services,SA,SME,Hospitality,Dammam,T05,2020-05-29
450,CUST-00450,Qassim Real Estate Partners,SA,SME,Financial Services,Dammam,T05,2021-04-04
451,CUST-00451,Najd Manufacturing Trading,SA,SME,Manufacturing,Jeddah,T05,2021-10-24
452,CUST-00452,Najd Media Solutions,SA,SME,Healthcare,Dammam,T05,2019-03-23
453,CUST-00453,Falcon Education Solutions,SA,SME,Energy,Jeddah,T05,2023-09-15
454,CUST-00454,Hejaz Financial Services Solutions,SA,SME,Manufacturing,Jeddah,T05,2022-07-07
455,CUST-00455,Falcon Energy Co.,SA,SME,Energy,Khobar,T05,2020-07-21
456,CUST-00456,Falcon Hospitality Group,SA,SME,Logistics,Jeddah,T05,2021-02-14
457,CUST-00457,Najd Education Holding,SA,SME,Retail,Dammam,T05,2019-12-25
458,CUST-00458,Tuwaiq Logistics Enterprises,SA,SME,Retail,Dammam,T05,2022-06-25
459,CUST-00459,Falcon Manufacturing Holding,SA,SME,Hospitality,Riyadh,T05,2020-09-22
460,CUST-00460,Tuwaiq Hospitality Services,SA,SME,Healthcare,Riyadh,T05,2020-08-05
461,CUST-00461,Najd Healthcare Enterprises,SA,SME,Financial Services,Dammam,T05,2023-07-06
462,CUST-00462,Qassim Retail Trading,SA,SME,Education,Dammam,T05,2022-12-14
463,CUST-00463,Asir Real Estate Solutions,SA,SME,Energy,Jeddah,T05,2021-01-11
464,CUST-00464,Asir Hospitality Partners,SA,SME,Retail,Khobar,T05,2020-05-05
465,CUST-00465,Asir Energy Group,SA,SME,Construction,Khobar,T05,2021-07-05
466,CUST-00466,Najd Media Group,SA,SME,Healthcare,Riyadh,T05,2021-11-12
467,CUST-00467,Oasis Logistics Co.,SA,SME,Energy,Khobar,T05,2019-10-26
468,CUST-00468,Oasis Manufacturing Partners,SA,SME,Education,Riyadh,T05,2020-06-04
469,CUST-00469,Oasis Real Estate Services,SA,SME,Manufacturing,Riyadh,T05,2020-03-17
470,CUST-00470,Dune Hospitality Enterprises,SA,SME,Healthcare,Dammam,T05,2020-10-28
471,CUST-00471,Qassim Financial Services Group,SA,SME,Manufacturing,Jeddah,T05,2023-10-07
472,CUST-00472,Dune Media Holding,SA,SME,Education,Riyadh,T05,2021-11-03
473,CUST-00473,Najd Retail Holding,SA,SME,Manufacturing,Khobar,T05,2022-06-09
474,CUST-00474,Falcon Retail Co.,SA,SME,Financial Services,Dammam,T05,2020-12-31
475,CUST-00475,Falcon Logistics Services,SA,SME,Government Services,Khobar,T05,2021-09-30
476,CUST-00476,Najd Real Estate Partners,SA,SME,Education,Jeddah,T05,2023-02-03
477,CUST-00477,Najd Government Services Partners,SA,SME,Logistics,Riyadh,T05,2023-05-13
478,CUST-00478,Hejaz Manufacturing Holding,SA,SME,Education,Khobar,T05,2023-01-14
479,CUST-00479,Oasis Real Estate Group,SA,SME,Education,Dammam,T05,2021-07-11
480,CUST-00480,Najd Real Estate Solutions,SA,SME,Construction,Dammam,T05,2020-07-09
481,CUST-00481,Oasis Retail Services,SA,SME,Logistics,Jeddah,T05,2019-07-16
482,CUST-00482,Falcon Government Services Group,SA,SME,Manufacturing,Dammam,T05,2019-12-13
483,CUST-00483,Hejaz Manufacturing Enterprises,SA,SME,Media,Khobar,T05,2019-06-14
484,CUST-00484,Qassim Energy Solutions,SA,SME,Retail,Riyadh,T05,2020-08-12
485,CUST-00485,Tuwaiq Hospitality Group,SA,SME,Manufacturing,Jeddah,T05,2021-05-18
486,CUST-00486,Dune Energy Solutions,SA,SME,Government Services,Dammam,T05,2020-05-04
487,CUST-00487,Najd Retail Group,SA,SME,Hospitality,Dammam,T05,2022-08-06
488,CUST-00488,Qassim Energy Holding,SA,SME,Logistics,Jeddah,T05,2020-03-30
489,CUST-00489,Hejaz Hospitality Trading,SA,SME,Media,Dammam,T05,2020-04-11
490,CUST-00490,Oasis Hospitality Holding,SA,SME,Media,Dammam,T05,2023-07-16
491,CUST-00491,Oasis Financial Services Group,SA,SME,Healthcare,Jeddah,T05,2023-07-13
492,CUST-00492,Asir Construction Enterprises,SA,SME,Healthcare,Dammam,T05,2020-03-09
493,CUST-00493,Oasis Energy Enterprises,SA,SME,Real Estate,Jeddah,T05,2020-11-30
494,CUST-00494,Hejaz Manufacturing Co.,SA,SME,Healthcare,Jeddah,T05,2019-04-08
495,CUST-00495,Qassim Real Estate Co.,SA,SME,Media,Riyadh,T05,2022-11-30
496,CUST-00496,Oasis Real Estate Solutions,SA,SME,Manufacturing,Jeddah,T05,2023-06-04
497,CUST-00497,Dune Media Trading,SA,SME,Real Estate,Jeddah,T05,2020-03-04
498,CUST-00498,Tuwaiq Healthcare Solutions,SA,SME,Retail,Jeddah,T05,2020-09-14
499,CUST-00499,Asir Healthcare Holding,SA,SME,Financial Services,Jeddah,T05,2019-02-03
500,CUST-00500,Asir Financial Services Co.,SA,SME,Logistics,Dammam,T05,2019-12-10
501,CUST-00501,Oasis Healthcare Holding,SA,SME,Manufacturing,Khobar,T05,2023-04-27
502,CUST-00502,Najd Manufacturing Partners,SA,SME,Government Services,Riyadh,T05,2019-04-16
503,CUST-00503,Qassim Construction Holding,SA,SME,Retail,Dammam,T05,2019-12-31
504,CUST-00504,Qassim Healthcare Solutions,SA,SME,Financial Services,Riyadh,T05,2023-11-12
505,CUST-00505,Asir Energy Solutions,SA,SME,Media,Khobar,T05,2020-12-18
506,CUST-00506,Dune Media Co.,SA,SME,Government Services,Dammam,T05,2021-12-26
507,CUST-00507,Qassim Logistics Partners,SA,SME,Energy,Dammam,T05,2022-11-20
508,CUST-00508,Falcon Education Group,SA,SME,Retail,Riyadh,T05,2021-09-04
509,CUST-00509,Qassim Energy Co.,SA,SME,Financial Services,Khobar,T05,2023-07-09
510,CUST-00510,Qassim Energy Services,SA,SME,Hospitality,Khobar,T05,2022-11-07
511,CUST-00511,Falcon Hospitality Enterprises,SA,SME,Healthcare,Dammam,T05,2021-10-16
512,CUST-00512,Falcon Healthcare Co.,SA,SME,Education,Dammam,T05,2019-11-15
513,CUST-00513,Najd Media Partners,SA,SME,Media,Dammam,T05,2020-04-20
514,CUST-00514,Tuwaiq Government Services Enterprises,SA,SME,Media,Khobar,T05,2022-09-18
515,CUST-00515,Oasis Media Co.,SA,SME,Retail,Jeddah,T05,2023-07-28
516,CUST-00516,Dune Financial Services Solutions,SA,SME,Energy,Jeddah,T05,2023-05-04
517,CUST-00517,Najd Logistics Trading,SA,SME,Media,Jeddah,T05,2019-08-27
518,CUST-00518,Dune Education Partners,SA,SME,Logistics,Riyadh,T05,2021-06-20
519,CUST-00519,Dune Healthcare Enterprises,SA,SME,Government Services,Dammam,T05,2020-08-26
520,CUST-00520,Asir Real Estate Group,SA,SME,Government Services,Riyadh,T05,2023-09-17
521,CUST-00521,Dune Education Group,SA,SME,Financial Services,Riyadh,T05,2022-01-04
522,CUST-00522,Najd Real Estate Enterprises,SA,SME,Education,Jeddah,T05,2023-06-07
523,CUST-00523,Asir Real Estate Services,SA,SME,Retail,Khobar,T05,2021-10-31
524,CUST-00524,Tuwaiq Healthcare Trading,SA,SME,Media,Jeddah,T05,2021-04-15
525,CUST-00525,Falcon Construction Services,SA,SME,Media,Riyadh,T05,2020-06-21
526,CUST-00526,Dune Education Enterprises,SA,SME,Energy,Khobar,T05,2021-02-28
527,CUST-00527,Tuwaiq Hospitality Solutions,SA,SME,Hospitality,Riyadh,T05,2019-09-15
528,CUST-00528,Hejaz Healthcare Partners,SA,SME,Logistics,Khobar,T05,2020-08-29
529,CUST-00529,Oasis Education Trading,SA,SME,Logistics,Dammam,T05,2020-04-28
530,CUST-00530,Dune Financial Services Partners,SA,SME,Retail,Riyadh,T05,2022-07-19
531,CUST-00531,Falcon Hospitality Co.,SA,SME,Financial Services,Riyadh,T05,2021-03-06
532,CUST-00532,Asir Retail Services,SA,SME,Financial Services,Jeddah,T05,2022-01-21
533,CUST-00533,Oasis Financial Services Services,SA,SME,Manufacturing,Jeddah,T05,2021-04-10
534,CUST-00534,Najd Logistics Services,SA,SME,Financial Services,Jeddah,T05,2019-02-21
535,CUST-00535,Oasis Retail Trading,SA,SME,Manufacturing,Khobar,T05,2023-05-25
536,CUST-00536,Falcon Education Enterprises,SA,SME,Media,Riyadh,T05,2020-03-03
537,CUST-00537,Hejaz Healthcare Services,SA,SME,Media,Dammam,T05,2022-07-15
538,CUST-00538,Tuwaiq Financial Services Partners,SA,SME,Retail,Jeddah,T05,2022-05-20
539,CUST-00539,Tuwaiq Healthcare Group,SA,SME,Logistics,Jeddah,T05,2022-12-17
540,CUST-00540,Hejaz Construction Co.,SA,SME,Government Services,Khobar,T05,2022-01-03
541,CUST-00541,Oasis Manufacturing Trading,SA,SME,Media,Khobar,T05,2021-08-01
542,CUST-00542,Dune Healthcare Services,SA,SME,Government Services,Dammam,T05,2020-07-22
543,CUST-00543,Dune Retail Services,SA,SME,Logistics,Jeddah,T05,2023-06-15
544,CUST-00544,Najd Hospitality Partners,SA,SME,Hospitality,Jeddah,T05,2019-09-25
545,CUST-00545,Tuwaiq Manufacturing Services,SA,SME,Retail,Khobar,T05,2021-05-17
546,CUST-00546,Falcon Manufacturing Partners,SA,SME,Healthcare,Jeddah,T05,2022-01-04
547,CUST-00547,Falcon Media Group,SA,SME,Education,Jeddah,T05,2022-05-13
548,CUST-00548,Dune Logistics Solutions,SA,SME,Media,Riyadh,T05,2020-03-28
549,CUST-00549,Falcon Healthcare Enterprises,SA,SME,Energy,Dammam,T05,2019-08-24
550,CUST-00550,Tuwaiq Healthcare Enterprises,SA,SME,Healthcare,Khobar,T05,2022-02-06
551,CUST-00551,Asir Energy Enterprises,SA,SME,Manufacturing,Jeddah,T05,2019-07-08
552,CUST-00552,Oasis Education Services,SA,SME,Education,Dammam,T05,2019-01-16
553,CUST-00553,Dune Manufacturing Co.,SA,SME,Government Services,Khobar,T05,2023-07-30
554,CUST-00554,Hejaz Government Services Co.,SA,SME,Education,Riyadh,T05,2023-02-12
555,CUST-00555,Qassim Hospitality Group,SA,SME,Financial Services,Riyadh,T05,2022-01-05
556,CUST-00556,Dune Real Estate Holding,SA,SME,Media,Khobar,T05,2023-08-31
557,CUST-00557,Najd Retail Co.,SA,SME,Manufacturing,Jeddah,T05,2020-12-22
558,CUST-00558,Tuwaiq Real Estate Holding,SA,SME,Retail,Khobar,T05,2023-01-14
559,CUST-00559,Asir Healthcare Services,SA,SME,Healthcare,Khobar,T05,2019-11-08
560,CUST-00560,Tuwaiq Media Services,SA,SME,Construction,Khobar,T05,2021-09-05
561,CUST-00561,Qassim Healthcare Partners,SA,SME,Real Estate,Dammam,T05,2019-10-14
562,CUST-00562,Asir Education Holding,SA,SME,Financial Services,Jeddah,T05,2019-03-06
563,CUST-00563,Hejaz Energy Holding,SA,SME,Healthcare,Khobar,T05,2023-03-23
564,CUST-00564,Oasis Financial Services Holding,SA,SME,Real Estate,Riyadh,T05,2022-10-10
565,CUST-00565,Dune Retail Solutions,SA,SME,Logistics,Khobar,T05,2021-02-03
566,CUST-00566,Dune Healthcare Solutions,SA,SME,Media,Khobar,T05,2022-12-15
567,CUST-00567,Najd Media Trading,SA,SME,Government Services,Khobar,T05,2022-07-06
568,CUST-00568,Najd Manufacturing Services,SA,SME,Financial Services,Jeddah,T05,2023-09-27
569,CUST-00569,Asir Education Co.,SA,SME,Retail,Dammam,T05,2023-03-02
570,CUST-00570,Dune Financial Services Co.,SA,SME,Healthcare,Khobar,T05,2022-12-17
571,CUST-00571,Najd Energy Trading,SA,SME,Energy,Khobar,T05,2020-09-26
572,CUST-00572,Hejaz Retail Solutions,SA,SME,Education,Jeddah,T05,2019-07-15
573,CUST-00573,Asir Construction Trading,SA,SME,Logistics,Dammam,T05,2020-02-22
574,CUST-00574,Tuwaiq Healthcare Services,SA,SME,Financial Services,Jeddah,T05,2019-03-01
575,CUST-00575,Oasis Government Services Co.,SA,SME,Financial Services,Riyadh,T05,2020-11-13
576,CUST-00576,Najd Construction Services,SA,SME,Manufacturing,Jeddah,T05,2023-09-02
577,CUST-00577,Asir Logistics Co.,SA,SME,Energy,Dammam,T05,2021-08-02
578,CUST-00578,Hejaz Energy Trading,SA,SME,Logistics,Dammam,T05,2021-10-26
579,CUST-00579,Najd Logistics Co.,SA,SME,Energy,Riyadh,T05,2023-04-22
580,CUST-00580,Najd Government Services Co.,SA,SME,Financial Services,Khobar,T05,2020-01-08
581,CUST-00581,Asir Financial Services Group,SA,SME,Financial Services,Khobar,T05,2022-10-28
