rep_key,month_key,team_key,tenure_months,is_ramp_month
32,202507,3,85,0
33,202507,3,45,0
34,202507,3,63,0
35,202507,3,90,0
36,202507,4,52,0
37,202507,4,37,0
39,202507,4,85,0
40,202507,4,41,0
41,202507,4,81,0
42,202507,4,84,0
43,202507,4,33,0
45,202507,4,24,0
46,202507,5,71,0
47,202507,5,72,0
48,202507,5,46,0
50,202507,5,73,0
51,202507,5,26,0
52,202507,5,88,0
53,202507,5,29,0
54,202507,5,26,0
55,202507,5,30,0
56,202507,6,38,0
58,202507,6,87,0
59,202507,6,66,0
62,202507,6,29,0
63,202507,6,62,0
64,202507,6,80,0
65,202507,7,57,0
68,202507,7,40,0
69,202507,7,50,0
71,202507,7,30,0
73,202507,8,42,0
74,202507,8,53,0
75,202507,8,56,0
78,202507,4,14,0
79,202507,7,14,0
80,202507,6,13,0
82,202507,8,12,0
83,202507,4,10,0
84,202507,5,8,0
85,202507,2,7,0
9,202507,2,73,0
86,202507,2,6,0
87,202507,2,6,0
88,202507,8,6,0
89,202507,8,6,0
90,202507,1,5,0
91,202507,6,4,0
92,202507,8,4,0
57,202507,7,49,0
93,202507,4,3,0
94,202507,7,3,0
95,202507,3,2,1
96,202507,6,2,1
97,202507,7,2,1
98,202507,8,2,1
81,202507,6,13,0
99,202507,6,0,1
100,202507,7,0,1
10,202508,1,39,0
11,202508,1,49,0
12,202508,1,25,0
13,202508,1,55,0
14,202508,1,85,0
15,202508,1,25,0
16,202508,1,38,0
17,202508,1,48,0
18,202508,2,52,0
19,202508,2,35,0
21,202508,2,33,0
23,202508,2,78,0
24,202508,2,34,0
25,202508,2,51,0
26,202508,2,36,0
27,202508,2,61,0
28,202508,2,50,0
31,202508,3,27,0
32,202508,3,86,0
33,202508,3,46,0
34,202508,3,64,0
35,202508,3,91,0
36,202508,4,53,0
37,202508,4,38,0
39,202508,4,86,0
40,202508,4,42,0
41,202508,4,82,0
42,202508,4,85,0
43,202508,4,34,0
45,202508,4,25,0
46,202508,5,72,0
47,202508,5,73,0
48,202508,5,47,0
50,202508,5,74,0
51,202508,5,27,0
52,202508,5,89,0
53,202508,5,30,0
54,202508,5,27,0
55,202508,5,31,0
56,202508,6,39,0
58,202508,6,88,0
59,202508,6,67,0
62,202508,6,30,0
63,202508,6,63,0
64,202508,6,81,0
65,202508,7,58,0
68,202508,7,41,0
69,202508,7,51,0
71,202508,7,31,0
73,202508,8,43,0
74,202508,8,54,0
75,202508,8,57,0
78,202508,4,15,0
79,202508,7,15,0
80,202508,6,14,0
82,202508,8,13,0
83,202508,4,11,0
84,202508,5,9,0
85,202508,2,8,0
9,202508,2,74,0
86,202508,2,7,0
87,202508,2,7,0
88,202508,8,7,0
89,202508,8,7,0
90,202508,1,6,0
91,202508,6,5,0
92,202508,8,5,0
57,202508,7,50,0
93,202508,4,4,0
94,202508,7,4,0
95,202508,3,3,0
96,202508,6,3,0
97,202508,7,3,0
98,202508,8,3,0
81,202508,6,14,0
99,202508,6,1,1
100,202508,7,1,1
10,202509,1,40,0
11,202509,1,50,0
12,202509,1,26,0
13,202509,1,56,0
14,202509,1,86,0
15,202509,1,26,0
16,202509,1,39,0
17,202509,1,49,0
18,202509,2,53,0
19,202509,2,36,0
21,202509,2,34,0
23,202509,2,79,0
24,202509,2,35,0
25,202509,2,52,0
26,202509,2,37,0
27,202509,2,62,0
28,202509,2,51,0
31,202509,3,28,0
32,202509,3,87,0
33,202509,3,47,0
34,202509,3,65,0
35,202509,3,92,0
36,202509,4,54,0
37,202509,4,39,0
39,202509,4,87,0
40,202509,4,43,0
41,202509,4,83,0
42,202509,4,86,0
43,202509,4,35,0
45,202509,4,26,0
46,202509,5,73,0
47,202509,5,74,0
48,202509,5,48,0
50,202509,5,75,0
51,202509,5,28,0
52,202509,5,90,0
53,202509,5,31,0
54,202509,5,28,0
55,202509,5,32,0
56,202509,6,40,0
58,202509,6,89,0
59,202509,6,68,0
62,202509,6,31,0
63,202509,6,64,0
64,202509,6,82,0
65,202509,7,59,0
68,202509,7,42,0
69,202509,7,52,0
71,202509,7,32,0
73,202509,8,44,0
74,202509,8,55,0
75,202509,8,58,0
78,202509,4,16,0
79,202509,7,16,0
80,202509,6,15,0
82,202509,8,14,0
83,202509,4,12,0
84,202509,5,10,0
85,202509,2,9,0
9,202509,2,75,0
86,202509,2,8,0
87,202509,2,8,0
88,202509,8,8,0
89,202509,8,8,0
90,202509,1,7,0
92,202509,8,6,0
57,202509,7,51,0
93,202509,4,5,0
94,202509,7,5,0
95,202509,3,4,0
96,202509,6,4,0
97,202509,7,4,0
98,202509,8,4,0
81,202509,6,15,0
99,202509,6,2,1
100,202509,7,2,1
101,202509,3,0,1
91,202509,7,6,0
10,202510,1,41,0
11,202510,1,51,0
12,202510,1,27,0
13,202510,1,57,0
14,202510,1,87,0
15,202510,1,27,0
16,202510,1,40,0
17,202510,1,50,0
18,202510,2,54,0
19,202510,2,37,0
21,202510,2,35,0
23,202510,2,80,0
24,202510,2,36,0
25,202510,2,53,0
26,202510,2,38,0
27,202510,2,63,0
28,202510,2,52,0
31,202510,3,29,0
32,202510,3,88,0
33,202510,3,48,0
35,202510,3,93,0
36,202510,4,55,0
37,202510,4,40,0
39,202510,4,88,0
40,202510,4,44,0
41,202510,4,84,0
42,202510,4,87,0
43,202510,4,36,0
45,202510,4,27,0
46,202510,5,74,0
47,202510,5,75,0
48,202510,5,49,0
51,202510,5,29,0
52,202510,5,91,0
53,202510,5,32,0
54,202510,5,29,0
55,202510,5,33,0
56,202510,6,41,0
58,202510,6,90,0
59,202510,6,69,0
62,202510,6,32,0
63,202510,6,65,0
64,202510,6,83,0
65,202510,7,60,0
68,202510,7,43,0
69,202510,7,53,0
71,202510,7,33,0
73,202510,8,45,0
74,202510,8,56,0
75,202510,8,59,0
78,202510,4,17,0
79,202510,7,17,0
80,202510,6,16,0
82,202510,8,15,0
83,202510,4,13,0
84,202510,5,11,0
85,202510,2,10,0
9,202510,2,76,0
86,202510,2,9,0
87,202510,2,9,0
88,202510,8,9,0
89,202510,8,9,0
90,202510,1,8,0
92,202510,8,7,0
57,202510,7,52,0
93,202510,4,6,0
94,202510,7,6,0
95,202510,3,5,0
96,202510,6,5,0
97,202510,7,5,0
98,202510,8,5,0
81,202510,6,16,0
99,202510,6,3,0
100,202510,7,3,0
101,202510,3,1,1
91,202510,7,7,0
102,202510,6,0,1
10,202511,1,42,0
11,202511,1,52,0
12,202511,1,28,0
13,202511,1,58,0
14,202511,1,88,0
15,202511,1,28,0
16,202511,1,41,0
17,202511,1,51,0
18,202511,2,55,0
19,202511,2,38,0
21,202511,2,36,0
23,202511,2,81,0
24,202511,2,37,0
25,202511,2,54,0
26,202511,2,39,0
27,202511,2,64,0
28,202511,2,53,0
31,202511,3,30,0
32,202511,3,89,0
33,202511,3,49,0
35,202511,3,94,0
36,202511,4,56,0
37,202511,4,41,0
39,202511,4,89,0
40,202511,4,45,0
41,202511,4,85,0
42,202511,4,88,0
43,202511,4,37,0
45,202511,4,28,0
46,202511,5,75,0
47,202511,5,76,0
48,202511,5,50,0
51,202511,5,30,0
52,202511,5,92,0
53,202511,5,33,0
54,202511,5,30,0
55,202511,5,34,0
56,202511,6,42,0
58,202511,6,91,0
59,202511,6,70,0
62,202511,6,33,0
63,202511,6,66,0
64,202511,6,84,0
65,202511,7,61,0
68,202511,7,44,0
69,202511,7,54,0
71,202511,7,34,0
73,202511,8,46,0
74,202511,8,57,0
75,202511,8,60,0
78,202511,4,18,0
79,202511,7,18,0
80,202511,6,17,0
82,202511,8,16,0
83,202511,4,14,0
84,202511,5,12,0
85,202511,2,11,0
9,202511,2,77,0
86,202511,2,10,0
87,202511,2,10,0
88,202511,8,10,0
89,202511,8,10,0
90,202511,1,9,0
92,202511,8,8,0
57,202511,7,53,0
93,202511,4,7,0
94,202511,7,7,0
95,202511,3,6,0
96,202511,6,6,0
97,202511,7,6,0
98,202511,8,6,0
81,202511,6,17,0
99,202511,6,4,0
100,202511,7,4,0
101,202511,3,2,1
91,202511,7,8,0
102,202511,6,1,1
103,202511,3,0,1
10,202512,1,43,0
11,202512,1,53,0
12,202512,1,29,0
13,202512,1,59,0
14,202512,1,89,0
15,202512,1,29,0
16,202512,1,42,0
17,202512,1,52,0
18,202512,2,56,0
19,202512,2,39,0
21,202512,2,37,0
23,202512,2,82,0
24,202512,2,38,0
25,202512,2,55,0
26,202512,2,40,0
27,202512,2,65,0
28,202512,2,54,0
31,202512,3,31,0
32,202512,3,90,0
33,202512,3,50,0
35,202512,3,95,0
36,202512,4,57,0
37,202512,4,42,0
39,202512,4,90,0
40,202512,4,46,0
41,202512,4,86,0
42,202512,4,89,0
43,202512,4,38,0
45,202512,4,29,0
46,202512,5,76,0
47,202512,5,77,0
48,202512,5,51,0
51,202512,5,31,0
52,202512,5,93,0
53,202512,5,34,0
54,202512,5,31,0
55,202512,5,35,0
56,202512,6,43,0
58,202512,6,92,0
59,202512,6,71,0
62,202512,6,34,0
63,202512,6,67,0
64,202512,6,85,0
65,202512,7,62,0
68,202512,7,45,0
69,202512,7,55,0
71,202512,7,35,0
73,202512,8,47,0
74,202512,8,58,0
75,202512,8,61,0
78,202512,4,19,0
79,202512,7,19,0
80,202512,6,18,0
82,202512,8,17,0
83,202512,4,15,0
84,202512,5,13,0
85,202512,2,12,0
9,202512,2,78,0
86,202512,2,11,0
87,202512,2,11,0
88,202512,8,11,0
89,202512,8,11,0
90,202512,1,10,0
92,202512,8,9,0
57,202512,7,54,0
93,202512,4,8,0
94,202512,7,8,0
95,202512,3,7,0
96,202512,6,7,0
97,202512,7,7,0
98,202512,8,7,0
81,202512,6,18,0
99,202512,6,5,0
100,202512,7,5,0
101,202512,3,3,0
91,202512,7,9,0
102,202512,6,2,1
103,202512,3,1,1
104,202512,5,0,1
