line_id,document_no,doc_type,original_document_no,date_key,month_key,rep_key,team_key,customer_key,product_key,country_code,currency,fx_rate,quantity,unit_list_price_usd,discount_pct,gross_amount_usd,discount_amount_usd,net_amount_usd,cost_amount_usd,gross_margin_usd,commission_weight,days_since_original,is_month_end_window,net_amount_local
L0003497,INV-2024-001719,INV,,20240412,202404,24,2,184,1,EG,EGP,47.9404,1,2400.0,0.0942,2400.0,226.08,2173.92,1320.0,853.92,1.0,,0,104218.59
L0003498,INV-2024-001719,INV,,20240412,202404,24,2,184,18,EG,EGP,47.9404,5,800.0,0.0877,4000.0,350.8,3649.2,2200.0,1449.2,1.0,,0,174944.11
L0003501,INV-2024-001721,INV,,20240412,202404,24,2,148,3,EG,EGP,47.9404,1,3600.0,0.0874,3600.0,314.64,3285.36,1620.0,1665.36,1.0,,0,157501.47
L0003590,INV-2024-001773,INV,,20240412,202404,29,3,352,16,EG,EGP,47.9404,4,2200.0,0.217,8800.0,1909.6,6890.4,7040.0,-149.6,1.0,,0,330328.53
L0003700,INV-2024-001822,INV,,20240412,202404,37,4,382,9,SA,SAR,3.75,1,6000.0,0.0957,6000.0,574.2,5425.8,2100.0,3325.8,1.25,,0,20346.75
L0003701,INV-2024-001822,INV,,20240412,202404,37,4,382,8,SA,SAR,3.75,6,1500.0,0.1404,9000.0,1263.6,7736.4,6300.0,1436.4,1.0,,0,29011.5
L0003702,INV-2024-001822,INV,,20240412,202404,37,4,382,1,SA,SAR,3.75,1,2400.0,0.1127,2400.0,270.48,2129.52,1320.0,809.52,1.0,,0,7985.7
L0003789,INV-2024-001858,INV,,20240412,202404,46,5,614,12,SA,SAR,3.75,1,4800.0,0.0386,4800.0,185.28,4614.72,2160.0,2454.72,1.25,,0,17305.2
L0003790,INV-2024-001858,INV,,20240412,202404,46,5,614,16,SA,SAR,3.75,2,2200.0,0.0653,4400.0,287.32,4112.68,3520.0,592.68,1.0,,0,15422.55
L0003841,INV-2024-001888,INV,,20240412,202404,48,5,636,7,SA,SAR,3.75,1,1200.0,0.0,1200.0,0.0,1200.0,360.0,840.0,1.0,,0,4500.0
L0003842,INV-2024-001888,INV,,20240412,202404,48,5,636,10,SA,SAR,3.75,1,3000.0,0.0245,3000.0,73.5,2926.5,900.0,2026.5,1.25,,0,10974.38
L0003876,INV-2024-001908,INV,,20240412,202404,50,5,584,7,SA,SAR,3.75,1,1200.0,0.0488,1200.0,58.56,1141.44,360.0,781.44,1.0,,0,4280.4
L0003877,INV-2024-001908,INV,,20240412,202404,50,5,584,10,SA,SAR,3.75,1,3000.0,0.0598,3000.0,179.4,2820.6,900.0,1920.6,1.25,,0,10577.25
L0003878,INV-2024-001908,INV,,20240412,202404,50,5,584,10,SA,SAR,3.75,1,3000.0,0.064,3000.0,192.0,2808.0,900.0,1908.0,1.25,,0,10530.0
L0003896,INV-2024-001919,INV,,20240412,202404,51,5,648,10,SA,SAR,3.75,1,3000.0,0.014,3000.0,42.0,2958.0,900.0,2058.0,1.25,,0,11092.5
L0003897,INV-2024-001919,INV,,20240412,202404,51,5,648,15,SA,SAR,3.75,1,1100.0,0.0706,1100.0,77.66,1022.34,858.0,164.34,1.0,,0,3833.78
L0003925,INV-2024-001933,INV,,20240412,202404,51,5,588,7,SA,SAR,3.75,1,1200.0,0.06,1200.0,72.0,1128.0,360.0,768.0,1.0,,0,4230.0
L0003926,INV-2024-001933,INV,,20240412,202404,51,5,588,10,SA,SAR,3.75,1,3000.0,0.0562,3000.0,168.6,2831.4,900.0,1931.4,1.25,,0,10617.75
L0003927,INV-2024-001933,INV,,20240412,202404,51,5,588,12,SA,SAR,3.75,1,4800.0,0.0279,4800.0,133.92,4666.08,2160.0,2506.08,1.25,,0,17497.8
L0004010,INV-2024-001979,INV,,20240412,202404,54,5,500,4,SA,SAR,3.75,1,9000.0,0.1188,9000.0,1069.2,7930.8,4950.0,2980.8,1.0,,0,29740.5
L0004164,INV-2024-002046,INV,,20240412,202404,66,7,803,5,AE,AED,3.6725,7,1800.0,0.1853,12600.0,2334.78,10265.22,5040.0,5225.22,1.0,,0,37699.02
L0004173,INV-2024-002051,INV,,20240412,202404,66,7,805,17,AE,AED,3.6725,22,450.0,0.1964,9899.97,1944.35,7955.62,7425.0,530.62,1.0,,0,29217.0
L0004174,INV-2024-002051,INV,,20240412,202404,66,7,805,8,AE,AED,3.6725,4,1500.0,0.2129,6000.0,1277.4,4722.6,4200.0,522.6,1.0,,0,17343.75
L0004175,INV-2024-002051,INV,,20240412,202404,66,7,805,16,AE,AED,3.6725,2,2200.0,0.2096,4400.0,922.24,3477.76,3520.0,-42.24,1.0,,0,12772.07
L0004269,INV-2024-002095,INV,,20240412,202404,73,8,900,16,OM,OMR,0.3845,1,2200.0,0.0196,2200.0,43.12,2156.88,1760.0,396.88,1.0,,0,829.32
L0004270,INV-2024-002095,INV,,20240412,202404,73,8,900,7,OM,OMR,0.3845,1,1200.0,0.0014,1200.0,1.69,1198.31,360.0,838.31,1.0,,0,460.75
L0030752,CN-2024-00009,CN,INV-2024-000357,20240412,202404,66,7,790,10,AE,AED,3.6725,-2,3000.0,0.1665,-6000.0,-999.0,-5001.0,-1800.0,-3201.0,1.25,75.0,0,-18366.17
L0030753,CN-2024-00009,CN,INV-2024-000357,20240412,202404,66,7,790,15,AE,AED,3.6725,-2,1100.0,0.176,-2200.0,-387.2,-1812.8,-1716.0,-96.8,1.0,75.0,0,-6657.51
L0003236,INV-2024-001590,INV,,20240413,202404,9,1,39,12,EG,EGP,47.9404,1,4800.0,0.0769,4800.0,369.12,4430.88,2160.0,2270.88,1.25,,0,212418.16
L0003237,INV-2024-001590,INV,,20240413,202404,9,1,39,7,EG,EGP,47.9404,1,1200.0,0.0967,1200.0,116.04,1083.96,360.0,723.96,1.0,,0,51965.48
L0003279,INV-2024-001608,INV,,20240413,202404,11,1,20,10,EG,EGP,47.9404,4,3000.0,0.0849,12000.0,1018.8,10981.2,3600.0,7381.2,1.25,,0,526443.12
L0003485,INV-2024-001713,INV,,20240413,202404,24,2,269,17,EG,EGP,47.9404,2,450.0,0.0999,900.0,89.91,810.09,675.0,135.09,1.0,,0,38836.04
L0003486,INV-2024-001713,INV,,20240413,202404,24,2,269,17,EG,EGP,47.9404,1,450.0,0.0933,450.0,41.99,408.01,337.5,70.51,1.0,,0,19560.4
L0003572,INV-2024-001764,INV,,20240413,202404,28,2,130,1,EG,EGP,47.9404,1,2400.0,0.0458,2400.0,109.92,2290.08,1320.0,970.08,1.0,,0,109787.35
L0003573,INV-2024-001764,INV,,20240413,202404,28,2,130,7,EG,EGP,47.9404,1,1200.0,0.049,1200.0,58.8,1141.2,360.0,781.2,1.0,,0,54709.58
L0003629,INV-2024-001790,INV,,20240413,202404,31,3,369,17,EG,EGP,47.9404,16,450.0,0.1767,7200.0,1272.24,5927.76,5400.0,527.76,1.0,,0,284179.19
L0003630,INV-2024-001790,INV,,20240413,202404,31,3,369,16,EG,EGP,47.9404,2,2200.0,0.1728,4400.0,760.32,3639.68,3520.0,119.68,1.0,,0,174487.72
L0003680,INV-2024-001815,INV,,20240413,202404,36,4,407,10,SA,SAR,3.75,3,3000.0,0.0796,9000.0,716.4,8283.6,2700.0,5583.6,1.25,,0,31063.5
L0003681,INV-2024-001815,INV,,20240413,202404,36,4,407,15,SA,SAR,3.75,5,1100.0,0.0644,5500.0,354.2,5145.8,4290.0,855.8,1.0,,0,19296.75
L0003914,INV-2024-001927,INV,,20240413,202404,51,5,609,7,SA,SAR,3.75,1,1200.0,0.0487,1200.0,58.44,1141.56,360.0,781.56,1.0,,0,4280.85
L0003915,INV-2024-001927,INV,,20240413,202404,51,5,609,8,SA,SAR,3.75,1,1500.0,0.0397,1500.0,59.55,1440.45,1050.0,390.45,1.0,,0,5401.69
L0003916,INV-2024-001927,INV,,20240413,202404,51,5,609,17,SA,SAR,3.75,3,450.0,0.0774,1350.0,104.49,1245.51,1012.5,233.01,1.0,,0,4670.66
L0003988,INV-2024-001968,INV,,20240413,202404,54,5,561,3,SA,SAR,3.75,2,3600.0,0.0535,7200.0,385.2,6814.8,3240.0,3574.8,1.0,,0,25555.5
L0004012,INV-2024-001981,INV,,20240413,202404,55,5,598,12,SA,SAR,3.75,1,4800.0,0.0329,4800.0,157.92,4642.08,2160.0,2482.08,1.25,,0,17407.8
L0004013,INV-2024-001981,INV,,20240413,202404,55,5,598,15,SA,SAR,3.75,3,1100.0,0.0288,3300.0,95.04,3204.96,2574.0,630.96,1.0,,0,12018.6
L0004116,INV-2024-002025,INV,,20240413,202404,63,6,738,6,AE,AED,3.6725,2,7500.0,0.0754,15000.0,1131.0,13869.0,5700.0,8169.0,1.0,,0,50933.9
L0004117,INV-2024-002025,INV,,20240413,202404,63,6,738,14,AE,AED,3.6725,1,9600.0,0.0633,9600.0,607.68,8992.32,4800.0,4192.32,1.25,,0,33024.3
L0004241,INV-2024-002082,INV,,20240413,202404,70,7,811,10,AE,AED,3.6725,5,3000.0,0.1626,15000.0,2439.0,12561.0,4500.0,8061.0,1.25,,0,46130.27
L0004296,INV-2024-002112,INV,,20240413,202404,75,8,838,15,OM,OMR,0.3845,1,1100.0,0.0523,1100.0,57.53,1042.47,858.0,184.47,1.0,,0,400.83
L0003242,INV-2024-001594,INV,,20240414,202404,9,1,56,7,EG,EGP,47.9404,2,1200.0,0.0449,2400.0,107.76,2292.24,720.0,1572.24,1.0,,0,109890.9
L0003243,INV-2024-001594,INV,,20240414,202404,9,1,56,12,EG,EGP,47.9404,1,4800.0,0.1023,4800.0,491.04,4308.96,2160.0,2148.96,1.25,,0,206573.27
L0003319,INV-2024-001624,INV,,20240414,202404,14,1,62,1,EG,EGP,47.9404,1,2400.0,0.1167,2400.0,280.08,2119.92,1320.0,799.92,1.0,,0,101629.81
L0003320,INV-2024-001624,INV,,20240414,202404,14,1,62,5,EG,EGP,47.9404,4,1800.0,0.1515,7200.0,1090.8,6109.2,2880.0,3229.2,1.0,,0,292877.49
L0003321,INV-2024-001624,INV,,20240414,202404,14,1,62,1,EG,EGP,47.9404,1,2400.0,0.1497,2400.0,359.28,2040.72,1320.0,720.72,1.0,,0,97832.93
L0003322,INV-2024-001624,INV,,20240414,202404,14,1,62,10,EG,EGP,47.9404,1,3000.0,0.1382,3000.0,414.6,2585.4,900.0,1685.4,1.25,,0,123945.11
L0003357,INV-2024-001636,INV,,20240414,202404,17,1,65,3,EG,EGP,47.9404,2,3600.0,0.0953,7200.0,686.16,6513.84,3240.0,3273.84,1.0,,0,312276.1
L0003358,INV-2024-001636,INV,,20240414,202404,17,1,65,10,EG,EGP,47.9404,2,3000.0,0.1318,6000.0,790.8,5209.2,1800.0,3409.2,1.25,,0,249731.13
L0003359,INV-2024-001636,INV,,20240414,202404,17,1,65,10,EG,EGP,47.9404,1,3000.0,0.1177,3000.0,353.1,2646.9,900.0,1746.9,1.25,,0,126893.44
L0003548,INV-2024-001751,INV,,20240414,202404,28,2,295,20,EG,EGP,47.9404,1,1500.0,0.0525,1500.0,78.75,1421.25,750.0,671.25,1.0,,0,68135.29
L0003549,INV-2024-001751,INV,,20240414,202404,28,2,295,12,EG,EGP,47.9404,1,4800.0,0.0738,4800.0,354.24,4445.76,2160.0,2285.76,1.25,,0,213131.51
L0003606,INV-2024-001780,INV,,20240414,202404,30,3,334,7,EG,EGP,47.9404,3,1200.0,0.1409,3600.0,507.24,3092.76,1080.0,2012.76,1.0,,0,148268.15
L0003607,INV-2024-001780,INV,,20240414,202404,30,3,334,7,EG,EGP,47.9404,1,1200.0,0.1775,1200.0,213.0,987.0,360.0,627.0,1.0,,0,47317.17
L0003679,INV-2024-001814,INV,,20240414,202404,35,3,353,12,EG,EGP,47.9404,1,4800.0,0.1704,4800.0,817.92,3982.08,2160.0,1822.08,1.25,,0,190902.51
L0003791,INV-2024-001859,INV,,20240414,202404,46,5,686,4,SA,SAR,3.75,1,9000.0,0.1008,9000.0,907.2,8092.8,4950.0,3142.8,1.0,,0,30348.0
L0003838,INV-2024-001887,INV,,20240414,202404,47,5,688,17,SA,SAR,3.75,1,450.0,0.0676,450.0,30.42,419.58,337.5,82.08,1.0,,0,1573.42
L0003839,INV-2024-001887,INV,,20240414,202404,47,5,688,12,SA,SAR,3.75,1,4800.0,0.0706,4800.0,338.88,4461.12,2160.0,2301.12,1.25,,0,16729.2
L0003840,INV-2024-001887,INV,,20240414,202404,47,5,688,3,SA,SAR,3.75,1,3600.0,0.0923,3600.0,332.28,3267.72,1620.0,1647.72,1.0,,0,12253.95
L0003963,INV-2024-001954,INV,,20240414,202404,53,5,654,10,SA,SAR,3.75,1,3000.0,0.0715,3000.0,214.5,2785.5,900.0,1885.5,1.25,,0,10445.62
L0003964,INV-2024-001954,INV,,20240414,202404,53,5,654,1,SA,SAR,3.75,1,2400.0,0.1322,2400.0,317.28,2082.72,1320.0,762.72,1.0,,0,7810.2
L0003965,INV-2024-001954,INV,,20240414,202404,53,5,654,1,SA,SAR,3.75,1,2400.0,0.0996,2400.0,239.04,2160.96,1320.0,840.96,1.0,,0,8103.6
L0004035,INV-2024-001993,INV,,20240414,202404,56,6,726,12,AE,AED,3.6725,3,4800.0,0.1973,14400.0,2841.12,11558.88,6480.0,5078.88,1.25,,0,42449.99
L0004036,INV-2024-001993,INV,,20240414,202404,56,6,726,1,AE,AED,3.6725,3,2400.0,0.1534,7200.0,1104.48,6095.52,3960.0,2135.52,1.0,,0,22385.8
L0004037,INV-2024-001993,INV,,20240414,202404,56,6,726,1,AE,AED,3.6725,2,2400.0,0.1629,4800.0,781.92,4018.08,2640.0,1378.08,1.0,,0,14756.4
L0004038,INV-2024-001993,INV,,20240414,202404,56,6,726,8,AE,AED,3.6725,1,1500.0,0.1424,1500.0,213.6,1286.4,1050.0,236.4,1.0,,0,4724.3
L0004090,INV-2024-002013,INV,,20240414,202404,59,6,740,20,AE,AED,3.6725,3,1500.0,0.1477,4500.0,664.65,3835.35,2250.0,1585.35,1.0,,0,14085.32
L0004091,INV-2024-002013,INV,,20240414,202404,59,6,740,1,AE,AED,3.6725,7,2400.0,0.1425,16800.0,2394.0,14406.0,9240.0,5166.0,1.0,,0,52906.04
L0004203,INV-2024-002065,INV,,20240414,202404,68,7,779,17,AE,AED,3.6725,7,450.0,0.2427,3149.99,764.5,2385.49,2362.5,22.99,1.0,,0,8760.7
L0004204,INV-2024-002065,INV,,20240414,202404,68,7,779,4,AE,AED,3.6725,1,9000.0,0.1615,9000.0,1453.5,7546.5,4950.0,2596.5,1.0,,0,27714.52
L0004205,INV-2024-002065,INV,,20240414,202404,68,7,779,8,AE,AED,3.6725,2,1500.0,0.1772,3000.0,531.6,2468.4,2100.0,368.4,1.0,,0,9065.2
L0004286,INV-2024-002106,INV,,20240414,202404,74,8,910,15,OM,OMR,0.3845,2,1100.0,0.0362,2200.0,79.64,2120.36,1716.0,404.36,1.0,,0,815.28
L0004293,INV-2024-002110,INV,,20240414,202404,74,8,870,15,OM,OMR,0.3845,2,1100.0,0.0176,2200.0,38.73,2161.27,1716.0,445.27,1.0,,0,831.01
L0004294,INV-2024-002110,INV,,20240414,202404,74,8,870,17,OM,OMR,0.3845,2,449.99,0.055,899.97,49.49,850.48,675.0,175.48,1.0,,0,327.01
L0003296,INV-2024-001614,INV,,20240415,202404,12,1,14,16,EG,EGP,47.9404,4,2200.0,0.0705,8800.0,620.4,8179.6,7040.0,1139.6,1.0,,0,392133.3
L0003297,INV-2024-001614,INV,,20240415,202404,12,1,14,10,EG,EGP,47.9404,1,3000.0,0.0611,3000.0,183.3,2816.7,900.0,1916.7,1.25,,0,135033.72
L0003474,INV-2024-001707,INV,,20240415,202404,23,2,215,12,EG,EGP,47.9404,1,4800.0,0.0978,4800.0,469.44,4330.56,2160.0,2170.56,1.25,,0,207608.78
L0003475,INV-2024-001707,INV,,20240415,202404,23,2,215,15,EG,EGP,47.9404,1,1100.0,0.1125,1100.0,123.75,976.25,858.0,118.25,1.0,,0,46801.82
L0003610,INV-2024-001782,INV,,20240415,202404,30,3,353,17,EG,EGP,47.9404,1,450.0,0.1699,450.0,76.45,373.55,337.5,36.05,1.0,,0,17907.9
L0003611,INV-2024-001782,INV,,20240415,202404,30,3,353,17,EG,EGP,47.9404,1,450.0,0.1535,450.0,69.07,380.93,337.5,43.43,1.0,,0,18261.7
L0003612,INV-2024-001782,INV,,20240415,202404,30,3,353,1,EG,EGP,47.9404,1,2400.0,0.145,2400.0,348.0,2052.0,1320.0,732.0,1.0,,0,98373.7
L0003676,INV-2024-001812,INV,,20240415,202404,35,3,338,1,EG,EGP,47.9404,2,2400.0,0.1652,4800.0,792.96,4007.04,2640.0,1367.04,1.0,,0,192099.1
L0003677,INV-2024-001812,INV,,20240415,202404,35,3,338,15,EG,EGP,47.9404,2,1100.0,0.2122,2200.0,466.84,1733.16,1716.0,17.16,1.0,,0,83088.38
L0003678,INV-2024-001813,INV,,20240415,202404,35,3,346,15,EG,EGP,47.9404,4,1100.0,0.1809,4400.0,795.96,3604.04,3432.0,172.04,1.0,,0,172779.12
L0003753,INV-2024-001844,INV,,20240415,202404,42,4,442,10,SA,USD,1.0,1,3000.0,0.1112,3000.0,333.6,2666.4,900.0,1766.4,1.25,,0,2666.4
L0003754,INV-2024-001844,INV,,20240415,202404,42,4,442,7,SA,USD,1.0,23,1200.0,0.108,27600.0,2980.8,24619.2,8280.0,16339.2,1.0,,0,24619.2
L0003755,INV-2024-001844,INV,,20240415,202404,42,4,442,18,SA,USD,1.0,7,800.0,0.0597,5600.0,334.32,5265.68,3080.0,2185.68,1.0,,0,5265.68
L0003773,INV-2024-001851,INV,,20240415,202404,44,4,380,14,SA,SAR,3.75,1,9600.0,0.1541,9600.0,1479.36,8120.64,4800.0,3320.64,1.25,,0,30452.4
L0003774,INV-2024-001851,INV,,20240415,202404,44,4,380,3,SA,SAR,3.75,5,3600.0,0.1162,18000.0,2091.6,15908.4,8100.0,7808.4,1.0,,0,59656.5
L0003816,INV-2024-001873,INV,,20240415,202404,47,5,484,1,SA,SAR,3.75,1,2400.0,0.1043,2400.0,250.32,2149.68,1320.0,829.68,1.0,,0,8061.3
L0003817,INV-2024-001873,INV,,20240415,202404,47,5,484,17,SA,SAR,3.75,11,450.0,0.0613,4950.0,303.43,4646.57,3712.5,934.07,1.0,,0,17424.62
L0003911,INV-2024-001926,INV,,20240415,202404,51,5,572,10,SA,SAR,3.75,1,3000.0,0.0636,3000.0,190.8,2809.2,900.0,1909.2,1.25,,0,10534.5
L0003912,INV-2024-001926,INV,,20240415,202404,51,5,572,10,SA,SAR,3.75,1,3000.0,0.071,3000.0,213.0,2787.0,900.0,1887.0,1.25,,0,10451.25
L0003913,INV-2024-001926,INV,,20240415,202404,51,5,572,1,SA,SAR,3.75,1,2400.0,0.0428,2400.0,102.72,2297.28,1320.0,977.28,1.0,,0,8614.8
L0003996,INV-2024-001973,INV,,20240415,202404,54,5,615,8,SA,SAR,3.75,2,1500.0,0.097,3000.0,291.0,2709.0,2100.0,609.0,1.0,,0,10158.75
L0003997,INV-2024-001973,INV,,20240415,202404,54,5,615,3,SA,SAR,3.75,1,3600.0,0.05,3600.0,180.0,3420.0,1620.0,1800.0,1.0,,0,12825.0
L0003998,INV-2024-001974,INV,,20240415,202404,54,5,650,12,SA,SAR,3.75,1,4800.0,0.0466,4800.0,223.68,4576.32,2160.0,2416.32,1.25,,0,17161.2
L0003999,INV-2024-001974,INV,,20240415,202404,54,5,650,3,SA,SAR,3.75,1,3600.0,0.0635,3600.0,228.6,3371.4,1620.0,1751.4,1.0,,0,12642.75
L0004000,INV-2024-001974,INV,,20240415,202404,54,5,650,10,SA,SAR,3.75,1,3000.0,0.0798,3000.0,239.4,2760.6,900.0,1860.6,1.25,,0,10352.25
L0004001,INV-2024-001975,INV,,20240415,202404,54,5,568,15,SA,SAR,3.75,9,1100.0,0.0309,9900.0,305.91,9594.09,7722.0,1872.09,1.0,,0,35977.84
L0004017,INV-2024-001984,INV,,20240415,202404,55,5,553,1,SA,SAR,3.75,1,2400.0,0.0103,2400.0,24.72,2375.28,1320.0,1055.28,1.0,,0,8907.3
L0004046,INV-2024-001996,INV,,20240415,202404,57,6,711,12,AE,AED,3.6725,1,4800.0,0.1204,4800.0,577.92,4222.08,2160.0,2062.08,1.25,,0,15505.59
L0004047,INV-2024-001996,INV,,20240415,202404,57,6,711,1,AE,AED,3.6725,1,2400.0,0.1078,2400.0,258.72,2141.28,1320.0,821.28,1.0,,0,7863.85
L0004048,INV-2024-001996,INV,,20240415,202404,57,6,711,12,AE,AED,3.6725,1,4800.0,0.1209,4800.0,580.32,4219.68,2160.0,2059.68,1.25,,0,15496.77
L0004098,INV-2024-002017,INV,,20240415,202404,61,6,753,10,AE,AED,3.6725,6,3000.0,0.0652,18000.0,1173.6,16826.4,5400.0,11426.4,1.25,,0,61794.95
L0004148,INV-2024-002040,INV,,20240415,202404,65,7,792,9,AE,AED,3.6725,2,6000.0,0.1602,12000.0,1922.4,10077.6,4200.0,5877.6,1.25,,0,37009.99
L0004267,INV-2024-002093,INV,,20240415,202404,73,8,897,7,OM,OMR,0.3845,2,1200.0,0.0,2400.0,0.0,2400.0,720.0,1680.0,1.0,,0,922.8
L0003377,INV-2024-001649,INV,,20240416,202404,18,2,246,10,EG,EGP,47.9404,1,3000.0,0.0447,3000.0,134.1,2865.9,900.0,1965.9,1.25,,0,137392.39
L0003378,INV-2024-001649,INV,,20240416,202404,18,2,246,1,EG,EGP,47.9404,1,2400.0,0.0324,2400.0,77.76,2322.24,1320.0,1002.24,1.0,,0,111329.11
L0003464,INV-2024-001700,INV,,20240416,202404,22,2,220,10,EG,EGP,47.9404,1,3000.0,0.0468,3000.0,140.4,2859.6,900.0,1959.6,1.25,,0,137090.37
L0003465,INV-2024-001700,INV,,20240416,202404,22,2,220,15,EG,EGP,47.9404,1,1100.0,0.053,1100.0,58.3,1041.7,858.0,183.7,1.0,,0,49939.51
L0003478,INV-2024-001709,INV,,20240416,202404,23,2,175,5,EG,EGP,47.9404,2,1800.0,0.0738,3600.0,265.68,3334.32,1440.0,1894.32,1.0,,0,159848.63
L0003487,INV-2024-001714,INV,,20240416,202404,24,2,217,17,EG,EGP,47.9404,1,450.0,0.1157,450.0,52.07,397.93,337.5,60.43,1.0,,0,19077.16
L0003488,INV-2024-001714,INV,,20240416,202404,24,2,217,16,EG,EGP,47.9404,2,2200.0,0.0902,4400.0,396.88,4003.12,3520.0,483.12,1.0,,0,191911.17
L0003492,INV-2024-001717,INV,,20240416,202404,24,2,92,10,EG,EGP,47.9404,1,3000.0,0.129,3000.0,387.0,2613.0,900.0,1713.0,1.25,,0,125268.27
L0003542,INV-2024-001747,INV,,20240416,202404,27,2,156,17,EG,EGP,47.9404,2,450.0,0.0075,900.0,6.75,893.25,675.0,218.25,1.0,,0,42822.76
L0003543,INV-2024-001747,INV,,20240416,202404,27,2,156,1,EG,EGP,47.9404,1,2400.0,0.0455,2400.0,109.2,2290.8,1320.0,970.8,1.0,,0,109821.87
L0003579,INV-2024-001768,INV,,20240416,202404,28,2,221,7,EG,EGP,47.9404,1,1200.0,0.0394,1200.0,47.28,1152.72,360.0,792.72,1.0,,0,55261.86
L0003580,INV-2024-001768,INV,,20240416,202404,28,2,221,17,EG,EGP,47.9404,1,450.0,0.06,450.0,27.0,423.0,337.5,85.5,1.0,,0,20278.79
L0003581,INV-2024-001768,INV,,20240416,202404,28,2,221,1,EG,EGP,47.9404,1,2400.0,0.0632,2400.0,151.68,2248.32,1320.0,928.32,1.0,,0,107785.36
L0003688,INV-2024-001818,INV,,20240416,202404,36,4,433,4,SA,SAR,3.75,1,9000.0,0.1267,9000.0,1140.3,7859.7,4950.0,2909.7,1.0,,0,29473.88
L0003689,INV-2024-001818,INV,,20240416,202404,36,4,433,10,SA,SAR,3.75,1,3000.0,0.1018,3000.0,305.4,2694.6,900.0,1794.6,1.25,,0,10104.75
L0003690,INV-2024-001818,INV,,20240416,202404,36,4,433,1,SA,SAR,3.75,9,2400.0,0.0593,21600.0,1280.88,20319.12,11880.0,8439.12,1.0,,0,76196.7
L0003856,INV-2024-001896,INV,,20240416,202404,49,5,699,12,SA,SAR,3.75,1,4800.0,0.0397,4800.0,190.56,4609.44,2160.0,2449.44,1.25,,0,17285.4
L0004029,INV-2024-001990,INV,,20240416,202404,55,5,592,8,SA,SAR,3.75,1,1500.0,0.0426,1500.0,63.9,1436.1,1050.0,386.1,1.0,,0,5385.38
L0004030,INV-2024-001990,INV,,20240416,202404,55,5,592,1,SA,SAR,3.75,1,2400.0,0.0302,2400.0,72.48,2327.52,1320.0,1007.52,1.0,,0,8728.2
L0004067,INV-2024-002003,INV,,20240416,202404,59,6,761,15,AE,AED,3.6725,11,1100.0,0.1302,12100.0,1575.42,10524.58,9438.0,1086.58,1.0,,0,38651.52
L0004068,INV-2024-002003,INV,,20240416,202404,59,6,761,1,AE,AED,3.6725,1,2400.0,0.1484,2400.0,356.16,2043.84,1320.0,723.84,1.0,,0,7506.0
L0004069,INV-2024-002003,INV,,20240416,202404,59,6,761,11,AE,AED,3.6725,2,18000.0,0.154,36000.0,5544.0,30456.0,14400.0,16056.0,1.25,,0,111849.66
L0004185,INV-2024-002056,INV,,20240416,202404,67,7,778,20,AE,AED,3.6725,7,1500.0,0.1767,10500.0,1855.35,8644.65,5250.0,3394.65,1.0,,0,31747.48
L0004233,INV-2024-002078,INV,,20240416,202404,70,7,784,17,AE,AED,3.6725,19,450.0,0.1436,8549.97,1227.77,7322.2,6412.5,909.7,1.0,,0,26890.77
L0003244,INV-2024-001595,INV,,20240417,202404,9,1,60,10,EG,EGP,47.9404,6,3000.0,0.1068,18000.0,1922.4,16077.6,5400.0,10677.6,1.25,,0,770766.58
L0003245,INV-2024-001595,INV,,20240417,202404,9,1,60,7,EG,EGP,47.9404,1,1200.0,0.1274,1200.0,152.88,1047.12,360.0,687.12,1.0,,0,50199.35
L0003355,INV-2024-001635,INV,,20240417,202404,16,1,18,12,EG,EGP,47.9404,1,4800.0,0.0906,4800.0,434.88,4365.12,2160.0,2205.12,1.25,,0,209265.6
L0003356,INV-2024-001635,INV,,20240417,202404,16,1,18,8,EG,EGP,47.9404,1,1500.0,0.0728,1500.0,109.2,1390.8,1050.0,340.8,1.0,,0,66675.51
L0003412,INV-2024-001669,INV,,20240417,202404,19,2,307,7,EG,EGP,47.9404,2,1200.0,0.0255,2400.0,61.2,2338.8,720.0,1618.8,1.0,,0,112123.01
L0003461,INV-2024-001699,INV,,20240417,202404,22,2,185,7,EG,EGP,47.9404,1,1200.0,0.0137,1200.0,16.44,1183.56,360.0,823.56,1.0,,0,56740.34
L0003462,INV-2024-001699,INV,,20240417,202404,22,2,185,1,EG,EGP,47.9404,1,2400.0,0.0325,2400.0,78.0,2322.0,1320.0,1002.0,1.0,,0,111317.61
L0003463,INV-2024-001699,INV,,20240417,202404,22,2,185,10,EG,EGP,47.9404,1,3000.0,0.0072,3000.0,21.6,2978.4,900.0,2078.4,1.25,,0,142785.69
L0003608,INV-2024-001781,INV,,20240417,202404,30,3,372,18,EG,EGP,47.9404,3,800.0,0.1165,2400.0,279.6,2120.4,1320.0,800.4,1.0,,0,101652.82
L0003609,INV-2024-001781,INV,,20240417,202404,30,3,372,1,EG,EGP,47.9404,1,2400.0,0.1414,2400.0,339.36,2060.64,1320.0,740.64,1.0,,0,98787.91
L0003622,INV-2024-001787,INV,,20240417,202404,31,3,361,16,EG,EGP,47.9404,1,2200.0,0.1899,2200.0,417.78,1782.22,1760.0,22.22,1.0,,0,85440.34
L0003623,INV-2024-001787,INV,,20240417,202404,31,3,361,8,EG,EGP,47.9404,3,1500.0,0.1617,4500.0,727.65,3772.35,3150.0,622.35,1.0,,0,180847.97
