line_id,document_no,doc_type,original_document_no,document_date,rep_code,customer_code,country,sku,quantity,unit_list_price_local,discount_pct,net_amount_local,currency,exported_at,country_code,dq_failed_rules
L0017055,INV-2025-008253,INV,,2025-03-31,REP-029,CUST-00427,Saudi Arabia,CY-EDR,-1.0,11250.0,0.1525,-9534.38,SAR,2026-01-05 06:00:00,SA,DQ-S10
L0019867,INV-2025-009645,INV,,2026-09-15,REP-045,CUST-00447,Saudi Arabia,DV-AP,1.0,1687.5,0.082,1549.12,SAR,2026-01-05 06:00:00,SA,DQ-S03
L0009011,INV-2024-004372,INV,,2024-09-22,REP-008,CUST-00055,Egypt,DV-RTR,-12.0,53060.59,0.0718,-591010.08,EGP,2026-01-05 06:00:00,EG,DQ-S10
L0028146,INV-2025-013644,INV,,2026-11-24,REP-043,CUST-00514,Saudi Arabia,CL-PROD,3.0,5625.0,0.0767,15580.69,SAR,2026-01-05 06:00:00,SA,DQ-S03
L0020964,INV-2025-010191,INV,,2025-06-23,REP-025,CUST-00360,Egypt,DV-AP,2.0,22548.2,0.1671,37560.79,,2026-01-05 06:00:00,EG,DQ-S08
L0004524,INV-2024-002209,INV,,2024-05-26,REP-011,CUST-00198,Egypt,DV-AP,-2.0,21548.12,0.0135,-42514.44,EGP,2026-01-05 06:00:00,EG,DQ-S10
L0000529,INV-2024-000256,INV,,2024-01-27,REP-041,CUST-00548,Saudi Arabia,DV-SW48,-1.0,8250.0,0.0682,-7687.35,SAR,2026-01-05 06:00:00,SA,DQ-S10
L0014172,INV-2025-006830,INV,,2025-01-27,,CUST-00026,Egypt,CN-FIB-100,1.0,119228.88,0.1217,104718.73,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0027563,INV-2025-013376,INV,,2025-11-19,,CUST-00213,Egypt,CL-BKP,1.0,60172.92,0.0179,59095.82,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0001554,INV-2024-000752,INV,,2024-02-11,REP-037,CUST-00432,Saudi Arabia,DV-OLD-01,1.0,9000.0,0.1125,7987.5,SAR,2026-01-05 06:00:00,SA,DQ-S06
L0023212,INV-2025-011278,INV,,2025-08-08,REP-006,CUST-00005,Egypt,DV-AP,-30.0,22438.48,0.1418,-577701.11,EGP,2026-01-05 06:00:00,EG,DQ-S10
L0000795,INV-2024-000374,INV,,2024-01-21,,CUST-00812,U.A.E,CL-BKP,1.0,4407.0,0.1392,3793.55,AED,2026-01-05 06:00:00,AE,DQ-S04
L0006038,INV-2024-002980,INV,,2024-06-29,REP-029,CUST-00422,Saudi Arabia,DV-AP,-6.0,1687.5,0.1448,-8658.9,SAR,2026-01-05 06:00:00,SA,DQ-S10
L0008564,INV-2024-004187,INV,,2024-08-16,REP-049,CUST-00721,UAE,CN-SDWAN,1.0,13221.0,0.1104,11761.4,XXX,2026-01-05 06:00:00,AE,DQ-S08
L0011643,INV-2024-005628,INV,,2024-11-16,,CUST-00364,Egypt,CN-FIB-100,1.0,115951.68,0.1512,98419.79,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0021031,INV-2025-010220,INV,,2025-06-21,REP-031,CUST-00426,Saudi Arabia,MS-HELP,-1.0,18000.0,0.1073,-16068.6,SAR,2026-01-05 06:00:00,SA,DQ-S10
L0022812,INV-2025-011081,INV,,2025-07-27,REP-072,CUST-00719,UAE,CN-FIB-100,-1.0,8814.0,0.0824,-8087.73,AED,2026-01-05 06:00:00,AE,DQ-S10
L0000942,INV-2024-000449,INV,,2024-02-05,REP-002,CUST-00043,Egypt,CL-PROD,3.0,46350.0,0.1343,120375.58,XXX,2026-01-05 06:00:00,EG,DQ-S08
L0022674,INV-2025-011030,INV,,2025-07-29,REP-047,CUST-00478,Saudi Arabia,CL-IAAS-S,-1.0,6750.0,0.057,-6365.25,SAR,2026-01-05 06:00:00,SA,DQ-S10
L0002163,INV-2024-001057,INV,,2024-03-26,,CUST-00066,Egypt,CL-IAAS-S,5.0,85343.94,0.1023,383066.27,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0019391,INV-2025-009408,INV,,2025-05-13,REP-001,CUST-00128,Egypt,CL-IAAS-S,-1.0,89874.9,0.0421,-86091.17,EGP,2026-01-05 06:00:00,EG,DQ-S10
L0028546,INV-2025-013827,INV,,2025-11-14,REP-061,CUST-00794,UAE,DV-OLD-01,2.0,22035.0,0.214,34639.02,AED,2026-01-05 06:00:00,AE,DQ-S06
L0006088,INV-2024-002999,INV,,2024-06-26,REP-033,CUST-00433,Saudi Arabia,CN-MPLS,2.0,33750.0,0.0605,63416.25,XXX,2026-01-05 06:00:00,SA,DQ-S08
L0000279,INV-2024-000139,INV,,2024-01-30,,CUST-00272,Egypt,DV-RTR,1.0,33990.0,0.0301,32966.9,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0007330,INV-2024-003586,INV,,2024-07-28,,CUST-00426,Saudi Arabia,CY-EDR,2.0,11250.0,0.0856,20574.0,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0001985,INV-2024-000966,INV,,2024-02-26,,CUST-00817,UAE,DV-AP,2.0,1652.62,0.1109,2938.69,AED,2026-01-05 06:00:00,AE,DQ-S04
L0018236,INV-2025-008833,INV,,2025-04-17,REP-029,CUST-00439,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.1477,7670.7,,2026-01-05 06:00:00,SA,DQ-S08
L0016935,INV-2025-008204,INV,,2025-03-30,REP-021,CUST-00346,Egypt,CL-GPU,1.0,234954.72,0.2356,179599.39,EGP,2026-01-05 06:00:00,EG,DQ-S06
L0002748,INV-2024-001335,INV,,2024-03-26,REP-037,CUST-00419,Saudi Arabia,MS-HELP,1.0,18000.0,0.1483,15330.6,EUR?,2026-01-05 06:00:00,SA,DQ-S08
L0016869,INV-2025-008165,INV,,2025-03-30,,CUST-00206,Egypt,CL-BKP,1.0,58738.68,0.0786,54121.82,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0027621,INV-2025-013408,INV,,2025-11-12,REP-019,CUST-00315,Egypt,PS-IMPL,1.0,40115.28,0.0604,37692.32,,2026-01-05 06:00:00,EG,DQ-S08
L0010972,INV-2024-005307,INV,,2024-10-27,REP-053,CUST-00754,UAE,CN-FIB-100,1.0,8814.0,0.0321,8531.07,EUR?,2026-01-05 06:00:00,AE,DQ-S08
L0009491,INV-2024-004606,INV,,2024-09-15,,CUST-00639,Saudi Arabia,MS-HELP,1.0,18000.0,0.0905,16371.0,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0023324,INV-2025-011326,INV,,2025-08-26,REP-011,CUST-00135,Egypt,CN-FIB-100,-1.0,119671.92,0.011,-118355.53,EGP,2026-01-05 06:00:00,EG,DQ-S10
L0000364,INV-2024-000183,INV,,2024-01-19,,CUST-00423,Saudi Arabia,CL-BKP,3.0,4500.0,0.0787,12437.55,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0006818,INV-2024-003345,INV,,2024-07-18,REP-002,CUST-00044,Egypt,CL-BKP,1.0,58137.24,0.1507,49375.96,XXX,2026-01-05 06:00:00,EG,DQ-S08
L0014917,INV-2025-007180,INV,,2025-01-19,REP-043,CUST-00681,Saudi Arabia,DV-SW48,-2.0,8250.0,0.0764,-15239.4,SAR,2026-01-05 06:00:00,SA,DQ-S10
L0030723,INV-2025-014894,INV,,2025-12-29,REP-090,CUST-00939,Oman,DV-AP,-1.0,173.02,0.0612,-162.43,OMR,2026-01-05 06:00:00,OM,DQ-S10
L0020677,INV-2025-010036,INV,,2025-06-12,REP-015,CUST-00112,Egypt,CN-FIB-100,-1.0,120257.04,0.0893,-109518.09,EGP,2026-01-05 06:00:00,EG,DQ-S10
L0024463,INV-2025-011856,INV,,2025-09-21,REP-011,CUST-00324,Egypt,CY-XDR,1.0,150184.8,0.0231,146715.53,EGP,2026-01-05 06:00:00,EG,DQ-S06
L0014767,INV-2025-007106,INV,,2025-01-23,,CUST-00424,Saudi Arabia,CY-EDR,2.0,11250.0,0.0989,20274.75,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0008462,INV-2024-004136,INV,,2024-08-29,REP-042,CUST-00530,Saudi Arabia,CL-GPU,1.0,4500.0,0.0895,4097.25,SAR,2026-01-05 06:00:00,SA,DQ-S06
L0027798,INV-2025-013502,INV,,2025-11-28,REP-027,CUST-00371,Egypt,DV-SW48,2.0,110317.02,0.2004,176418.98,XXX,2026-01-05 06:00:00,EG,DQ-S08
L0008010,INV-2024-003897,INV,,2024-08-27,REP-011,CUST-00102,Egypt ,PS-IMPL,-3.0,38257.28,0.0374,-110479.37,EGP,2026-01-05 06:00:00,EG,DQ-S10
L0027478,INV-2025-013325,INV,,2026-04-24,REP-011,CUST-00155,Egypt,DV-AP,5.0,22564.84,0.0,112824.2,EGP,2026-01-05 06:00:00,EG,DQ-S03
L0028965,INV-2025-014039,INV,,2025-12-30,REP-005,CUST-00039,Egypt,CY-EDR,1.0,151361.1,0.1982,121361.33,,2026-01-05 06:00:00,EG,DQ-S08
L0018414,INV-2025-008914,INV,,2025-04-28,REP-039,CUST-00540,Saudi Arabia,DV-OLD-01,1.0,3000.0,0.071,2787.0,SAR,2026-01-05 06:00:00,SA,DQ-S06
L0009616,INV-2024-004674,INV,,2024-09-09,,CUST-00458,Saudi Arabia,PS-IMPL,1.0,3000.0,0.0612,2816.4,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0005722,INV-2024-002809,INV,,2024-06-04,REP-013,CUST-00291,Egypt,MS-HELP,-1.0,230960.16,0.0096,-228742.94,EGP,2026-01-05 06:00:00,EG,DQ-S10
L0018696,INV-2025-009063,INV,,2025-04-02,REP-055,CUST-00707,UAE,CN-FIB-100,-1.0,2400.0,0.0576,-2261.76,USD,2026-01-05 06:00:00,AE,DQ-S10
L0019630,INV-2025-009524,INV,,2025-05-28,,CUST-00401,Saudi Arabia,CL-PROD,13.0,5625.0,0.0948,66192.75,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0005242,INV-2024-002590,INV,,2024-05-29,REP-053,CUST-00772,UAE,MS-HELP,1.0,17628.0,0.0877,16082.02,,2026-01-05 06:00:00,AE,DQ-S08
L0025564,INV-2025-012378,INV,,2025-09-26,,CUST-00792,UAE,PS-IMPL,10.0,2938.0,0.1957,23630.33,AED,2026-01-05 06:00:00,AE,DQ-S04
L0001404,INV-2024-000695,INV,,2024-02-17,REP-027,CUST-00335,Egypt,CN-FIB-100,-1.0,74160.0,0.2117,-58460.33,EGP,2026-01-05 06:00:00,EG,DQ-S10
L0002987,INV-2024-001463,INV,,2024-03-04,REP-051,CUST-00739,UAE,CN-FIB-100,-1.0,8814.0,0.142,-7562.41,AED,2026-01-05 06:00:00,AE,DQ-S10
L0015205,INV-2025-007316,INV,,2025-01-22,,CUST-00813,UAE,CY-EDR,1.0,11017.5,0.1497,9368.18,AED,2026-01-05 06:00:00,AE,DQ-S04
L0024063,INV-2025-011676,INV,,2025-08-11,,CUST-00719,UAE,CL-PROD,6.0,5508.75,0.1106,29396.89,AED,2026-01-05 06:00:00,AE,DQ-S04
L0005368,INV-2024-002643,INV,,2024-05-11,,CUST-00783,UAE,DV-SW48,3.0,8079.5,0.2236,18818.77,AED,2026-01-05 06:00:00,AE,DQ-S04
L0004551,INV-2024-002226,INV,,2024-05-28,,CUST-00112,Egypt,CL-BKP,1.0,57461.64,0.0914,52209.65,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0030151,INV-2025-014623,INV,,2025-12-10,,CUST-00770,UAE,MS-HELP,1.0,17628.0,0.1033,15807.03,AED,2026-01-05 06:00:00,AE,DQ-S04
L0022872,INV-2025-011103,INV,,2025-07-11,,CUST-00731,UAE,CY-EDR,1.0,11017.5,0.0988,9928.97,AED,2026-01-05 06:00:00,AE,DQ-S04
L0030801,CN-2024-00037,CN,INV-2024-001799,2024-09-04,REP-025,CUST-00337,Egypt,PS-IMPL,-6.0,38589.52,0.1634,-193703.95,EUR?,2026-01-05 06:00:00,EG,DQ-S08
L0016951,INV-2025-008210,INV,,2025-03-17,,CUST-00344,Egypt,MS-HELP,1.0,234954.72,0.1555,198419.26,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0016635,INV-2025-008032,INV,,2025-03-28,REP-005,CUST-00044,Egypt,CL-BKP,-7.0,58738.68,0.1843,-335391.99,EGP,2026-01-05 06:00:00,EG,DQ-S10
L0009814,INV-2024-004761,INV,,2024-09-26,REP-058,CUST-00813,UAE,CL-IAAS-S,1.0,6610.5,0.1964,5312.2,,2026-01-05 06:00:00,AE,DQ-S08
L0011953,INV-2024-005757,INV,,2024-11-26,,CUST-00581,Saudi Arabia,CL-BKP,1.0,4500.0,0.0619,4221.45,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0029643,INV-2025-014383,INV,,2025-12-02,,CUST-00426,Saudi Arabia,PS-IMPL,6.0,800.0,0.0948,4344.96,USD,2026-01-05 06:00:00,SA,DQ-S04
L0027742,INV-2025-013476,INV,,2025-11-20,REP-024,CUST-00375,Egypt,DV-OLD-01,1.0,22564.84,0.2212,17573.5,EGP,2026-01-05 06:00:00,EG,DQ-S06
L0004699,INV-2024-002319,INV,,2024-05-31,,CUST-00328,Egypt,CN-FIB-100,1.0,114923.28,0.0584,108211.76,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0002383,INV-2024-001158,INV,,2024-03-26,,CUST-00328,Egypt,DV-RTR,2.0,52154.63,0.0753,96454.77,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0007405,INV-2024-003614,INV,,2024-07-23,,CUST-00395,Saudi Arabia,PS-IMPL,2.0,3000.0,0.1084,5349.6,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0027095,INV-2025-013128,INV,,2025-10-22,,CUST-00776,UAE,CN-FIB-100,1.0,8814.0,0.2,7051.2,AED,2026-01-05 06:00:00,AE,DQ-S04
L0005333,INV-2024-002627,INV,,2024-05-22,,CUST-00782,UAE,CY-EDR,1.0,11017.5,0.2096,8708.23,AED,2026-01-05 06:00:00,AE,DQ-S04
L0000465,INV-2024-000221,INV,,2024-01-26,REP-036,CUST-00381,Saudi Arabia,CL-GPU,3.0,9000.0,0.1676,22474.8,SAR,2026-01-05 06:00:00,SA,DQ-S06
L0012785,INV-2024-006140,INV,,2024-12-29,,CUST-00021,Egypt,CL-PROD,4.0,71645.85,0.1012,257581.16,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0024646,INV-2025-011963,INV,,2025-09-24,,CUST-00109,Egypt,CL-BKP,1.0,60073.92,0.0701,55862.74,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0015657,INV-2025-007557,INV,,2025-02-18,,CUST-00227,Egypt,CN-FIB-100,1.0,117870.48,0.0195,115572.01,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0020191,INV-2025-009794,INV,,2025-05-16,REP-071,CUST-00784,UAE,DV-OLD-01,1.0,6610.5,0.1798,5421.93,AED,2026-01-05 06:00:00,AE,DQ-S06
L0018397,INV-2025-008904,INV,,2025-04-16,REP-039,CUST-00698,Saudi Arabia,CN-FIB-100,-2.0,9000.0,0.0828,-16509.6,SAR,2026-01-05 06:00:00,SA,DQ-S10
L0016193,INV-2025-007830,INV,,2025-02-04,,CUST-00569,Saudi Arabia,CL-PROD,1.0,5625.0,0.0373,5415.19,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0028486,INV-2025-013801,INV,,2025-11-28,REP-091,CUST-00741,UAE,CY-XDR,20.0,2938.0,0.1305,51091.82,AED,2026-01-05 06:00:00,AE,DQ-S06
L0008368,INV-2024-004088,INV,,2024-08-28,,CUST-00386,Saudi Arabia,CL-BKP,6.0,4500.0,0.0955,24421.5,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0028350,INV-2025-013756,INV,,2025-11-20,,CUST-00739,UAE,CN-FIB-100,1.0,8814.0,0.1099,7845.34,AED,2026-01-05 06:00:00,AE,DQ-S04
L0017512,INV-2025-008471,INV,,2025-03-04,REP-056,CUST-00728,UAE,DV-AP,-32.0,1652.62,0.1135,-46881.52,AED,2026-01-05 06:00:00,AE,DQ-S10
L0007886,INV-2024-003839,INV,,2024-07-06,REP-068,CUST-00970,Oman,CN-FIB-100,2.0,922.8,0.1013,1658.64,,2026-01-05 06:00:00,OM,DQ-S08
L0022633,INV-2025-011008,INV,,2025-07-21,,CUST-00489,Saudi Arabia,CL-BKP,1.0,4500.0,0.0001,4499.55,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0018209,INV-2025-008824,INV,,2025-04-28,,CUST-00404,Saudi Arabia,DV-RTR,8.0,4125.0,0.1095,29386.5,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0009509,INV-2024-004617,INV,,2024-09-24,REP-038,CUST-00508,Saudi Arabia,CY-EDR,1.0,11250.0,0.0719,10441.12,XXX,2026-01-05 06:00:00,SA,DQ-S08
L0011464,INV-2024-005526,INV,,2026-09-11,REP-011,CUST-00219,Egypt,CL-BKP,1.0,57975.84,0.0251,56520.65,EGP,2026-01-05 06:00:00,EG,DQ-S03
L0006376,INV-2024-003151,INV,,2024-06-30,,CUST-00745,UAE,CN-SDWAN,2.0,13221.0,0.1569,22293.25,AED,2026-01-05 06:00:00,AE,DQ-S04
L0023655,INV-2025-011497,INV,,2025-08-19,,CUST-00427,Saudi Arabia,MS-HELP,1.0,18000.0,0.0629,16867.8,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0004639,INV-2024-002278,INV,,2024-05-24,REP-015,CUST-00242,Egypt,DV-SW48,5.0,105346.34,0.1083,469686.66,XXX,2026-01-05 06:00:00,EG,DQ-S08
L0017744,INV-2025-008585,INV,,2025-04-18,REP-006,CUST-00051,Egypt,MS-HELP,2.0,235838.4,0.1336,408660.78,EUR?,2026-01-05 06:00:00,EG,DQ-S08
L0003552,INV-2024-001753,INV,,2024-04-29,REP-020,CUST-00130,Egypt,CL-BKP,-2.0,57528.48,0.0711,-106876.41,EGP,2026-01-05 06:00:00,EG,DQ-S10
L0022270,INV-2025-010823,INV,,2025-07-23,,CUST-00159,Egypt,CN-FIB-100,1.0,118862.4,0.0668,110922.39,EGP,2026-01-05 06:00:00,EG,DQ-S04
L0029657,INV-2025-014388,INV,,2025-12-28,,CUST-00418,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0637,8426.7,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0000824,INV-2024-000392,INV,,2024-01-26,REP-063,CUST-00794,UAE,CL-BKP,-1.0,4407.0,0.1829,-3600.96,AED,2026-01-05 06:00:00,AE,DQ-S10
L0003695,INV-2024-001820,INV,,2024-04-18,,CUST-00441,Saudi Arabia,DV-AP,1.0,1687.5,0.158,1420.88,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0029772,INV-2025-014426,INV,,2025-12-25,REP-085,CUST-00416,Saudi Arabia,MS-HELP,-1.0,18000.0,0.0995,-16209.0,SAR,2026-01-05 06:00:00,SA,DQ-S10
L0016146,INV-2025-007801,INV,,2025-02-24,,CUST-00651,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0691,8378.1,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0001566,INV-2024-000760,INV,,2024-02-26,REP-038,CUST-00660,Saudi Arabia,CL-IAAS-S,-1.0,6750.0,0.0881,-6155.33,SAR,2026-01-05 06:00:00,SA,DQ-S10
L0003187,INV-2024-001558,INV,,2024-03-11,REP-066,CUST-00954,Oman,DV-AP,7.0,173.02,0.0797,1114.61,EUR?,2026-01-05 06:00:00,OM,DQ-S08
L0022925,INV-2025-011128,INV,,2025-07-29,,CUST-00781,UAE,DV-RTR,2.0,4039.75,0.219,6310.09,AED,2026-01-05 06:00:00,AE,DQ-S04
L0031221,CN-2025-00274,CN,INV-2025-010418,2025-10-16,REP-046,CUST-00570,Saudi Arabia,DV-OLD-01,-3.0,5625.0,0.0711,-15675.19,SAR,2026-01-05 06:00:00,SA,DQ-S06
L0009492,INV-2024-004607,INV,,2024-09-18,,CUST-00457,Saudi Arabia,CL-PROD,3.0,5625.0,0.0794,15535.12,SAR,2026-01-05 06:00:00,SA,DQ-S04
L0014144,INV-2024-006815,INV,,2024-12-06,REP-074,CUST-00969,Oman,CL-IAAS-S,1.0,692.1,0.0591,651.2,EUR?,2026-01-05 06:00:00,OM,DQ-S08
L0028129,INV-2025-013634,INV,,2025-11-25,REP-040,CUST-00569,Saudi Arabia,CL-GPU,1.0,13500.0,0.0,13500.0,SAR,2026-01-05 06:00:00,SA,DQ-S06
L0021700,INV-2025-010540,INV,,2025-06-09,REP-060,CUST-00803,United Arab Emirates,CL-IAAS-S,-1.0,6610.5,0.2586,-4901.02,AED,2026-01-05 06:00:00,AE,DQ-S10
L0008596,INV-2024-004197,INV,,2024-08-26,REP-051,CUST-00755,UAE,DV-RTR,4.0,4039.75,0.1728,13366.72,XXX,2026-01-05 06:00:00,AE,DQ-S08
L0014233,INV-2025-006849,INV,,2025-01-23,REP-005,CUST-00057,Egypt,CN-FIB-100,1.0,119228.88,0.1393,102620.3,EUR?,2026-01-05 06:00:00,EG,DQ-S08
L0011265,INV-2024-005440,INV,,2024-10-07,REP-068,CUST-00929,Oman,CY-XDR,1.0,922.8,0.1187,813.26,OMR,2026-01-05 06:00:00,OM,DQ-S06
L0029108,INV-2025-014113,INV,,2026-04-01,REP-013,CUST-00258,Egypt,CL-BKP,1.0,60544.44,0.0275,58879.47,EGP,2026-01-05 06:00:00,EG,DQ-S03
L0013659,INV-2024-006597,INV,,2024-12-17,,CUST-00772,UAE,CY-FW,2.0,22035.0,0.1725,36467.93,AED,2026-01-05 06:00:00,AE,DQ-S04
L0014515,INV-2025-006999,INV,,2025-01-30,REP-001,CUST-00207,Egypt,DV-AP,2.0,22355.42,0.0437,42756.98,,2026-01-05 06:00:00,EG,DQ-S08
L0025196,INV-2025-012205,INV,,2025-09-15,REP-043,CUST-00696,Saudi Arabia,CL-GPU,1.0,11250.0,0.0702,10460.25,SAR,2026-01-05 06:00:00,SA,DQ-S06
L0023424,INV-2025-011385,INV,,2026-05-13,REP-018,CUST-00082,Egypt,MS-HELP,1.0,239343.84,0.1409,205620.29,EGP,2026-01-05 06:00:00,EG,DQ-S03
L0000110,INV-2024-000040,INV,,2024-01-27,REP-010,CUST-00278,Egypt,CL-BKP,1.0,37080.0,0.0156,36501.55,XXX,2026-01-05 06:00:00,EG,DQ-S08
L0000715,INV-2024-000339,INV,,2024-01-29,REP-053,CUST-00719,UAE,CL-PROD,40.0,5508.75,0.1014,198006.51,XXX,2026-01-05 06:00:00,AE,DQ-S08
L0001969,INV-2024-000959,INV,,2024-02-28,REP-062,CUST-00812,UAE,DV-RTR,11.0,4039.75,0.1298,38669.29,,2026-01-05 06:00:00,AE,DQ-S08
L0029389,INV-2025-014274,INV,,2025-12-29,REP-023,CUST-00344,Egypt,CL-IAAS-S,3.0,90816.66,0.1756,224607.76,,2026-01-05 06:00:00,EG,DQ-S08
L0009724,INV-2024-004727,INV,,2024-09-30,,CUST-00759,UAE,CN-FIB-100,1.0,8814.0,0.154,7456.64,AED,2026-01-05 06:00:00,AE,DQ-S04
L0020232,INV-2025-009815,INV,,2025-05-12,REP-089,CUST-00808,UAE,CY-XDR,2.0,17628.0,0.18,28909.92,AED,2026-01-05 06:00:00,AE,DQ-S06
L0030921,CN-2024-00106,CN,INV-2024-004449,2024-10-06,REP-016,CUST-00167,Egypt,MS-HELP,-1.0,233582.4,0.1442,-199899.82,EGP,2026-01-05 06:00:00,EG,DQ-S17
L0030757,CN-2024-00012,CN,INV-2024-000392,2024-04-03,REP-063,CUST-00794,UAE,CN-SDWAN,-2.0,13221.0,0.1679,-22002.39,AED,2026-01-05 06:00:00,AE,DQ-S18
L0030938,CN-2024-00113,CN,INV-2024-004727,2024-11-01,REP-049,CUST-00759,UAE,CN-FIB-100,-1.0,8814.0,0.154,-7456.64,AED,2026-01-05 06:00:00,AE,DQ-S18
L0030937,CN-2024-00113,CN,INV-2024-004727,2024-11-01,REP-049,CUST-00759,UAE,MS-HELP,-1.0,17628.0,0.1009,-15849.33,AED,2026-01-05 06:00:00,AE,DQ-S18
L0030758,CN-2024-00012,CN,INV-2024-000392,2024-04-03,REP-063,CUST-00794,UAE,CL-BKP,-1.0,4407.0,0.1829,-3600.96,AED,2026-01-05 06:00:00,AE,DQ-S18
L0030934,CN-2024-00113,CN,INV-2024-004727,2024-11-01,REP-049,CUST-00759,UAE,CL-PROD,-12.0,5508.75,0.1549,-55865.34,AED,2026-01-05 06:00:00,AE,DQ-S18
L0030935,CN-2024-00113,CN,INV-2024-004727,2024-11-01,REP-049,CUST-00759,UAE,CN-FIB-100,-1.0,8814.0,0.1307,-7662.01,AED,2026-01-05 06:00:00,AE,DQ-S18
L0030936,CN-2024-00113,CN,INV-2024-004727,2024-11-01,REP-049,CUST-00759,UAE,MS-COLO,-2.0,35256.0,0.1089,-62833.24,AED,2026-01-05 06:00:00,AE,DQ-S18
