line_id,document_no,doc_type,original_document_no,document_date,rep_code,customer_code,country,sku,quantity,unit_list_price_local,discount_pct,net_amount_local,currency,exported_at
L0028223,INV-2025-013689,INV,,2025-11-27,REP-045,CUST-00592,Saudi Arabia,CN-SDWAN,2.0,13500.0,0.102,24246.0,SAR,2026-01-05 06:00:00
L0028283,INV-2025-013723,INV,,2025-11-27,REP-047,CUST-00705,Saudi Arabia,CL-PROD,1.0,5625.0,0.0145,5543.44,SAR,2026-01-05 06:00:00
L0028153,INV-2025-013650,INV,,2025-11-04,REP-043,CUST-00455,Saudi Arabia,CN-SDWAN,1.0,13500.0,0.0134,13319.1,SAR,2026-01-05 06:00:00
L0013144,INV-2024-006344,INV,,2024-12-07,REP-025,CUST-00360,Egypt,CN-FIB-100,1.0,114633.36,0.162,96062.76,EGP,2026-01-05 06:00:00
L0002710,INV-2024-001320,INV,,2024-03-01,REP-033,CUST-00410,Saudi Arabia,CN-MPLS,2.0,33750.0,0.0491,64185.75,SAR,2026-01-05 06:00:00
L0025672,INV-2025-012426,INV,,2025-09-19,REP-065,CUST-00842,Oman,CL-IAAS-S,1.0,692.1,0.0206,677.84,OMR,2026-01-05 06:00:00
L0014474,INV-2025-006978,INV,,2025-01-31,REP-020,CUST-00072,Egypt,DV-RTR,1.0,54646.57,0.0529,51755.77,EGP,2026-01-05 06:00:00
L0002966,INV-2024-001457,INV,,2024-03-08,REP-049,CUST-00747,UAE,dv-sw48 ,2.0,8079.5,0.0627,15145.83,AED,2026-01-05 06:00:00
L0022822,INV-2025-011085,INV,,2025-07-28,REP-072,CUST-00759,UAE,MS-HELP,1.0,17628.0,0.0115,17425.28,AED,2026-01-05 06:00:00
L0005505,INV-2024-002716,INV,,2024-06-04,REP-001,CUST-00024,Egypt,CL-PROD,5.0,72175.05,0.07,335613.98,EGP,2026-01-05 06:00:00
L0013629,INV-2024-006582,INV,,2024-12-31,REP-076,CUST-00641,Saudi Arabia,CL-BKP,3.0,4500.0,0.0419,12934.35,SAR,2026-01-05 06:00:00
L0016811,INV-2025-008131,INV,,2025-03-30,,CUST-00186,Egypt,DV-RTR,2.0,53843.79,0.0025,107418.36,EGP,2026-01-05 06:00:00
L0024081,INV-2025-011686,INV,,2025-08-21,REP-060,CUST-00792,UAE,CL-BKP,4.0,4407.0,0.2192,13763.94,AED,2026-01-05 06:00:00
L0028550,INV-2025-013828,INV,,2025-11-22,REP-061,CUST-00804,UAE,CL-IAAS-S,2.0,6610.5,0.1945,10649.52,AED,2026-01-05 06:00:00
L0026815,INV-2025-013015,INV,,2025-10-10,REP-051,CUST-00748,UAE,CY-FW,4.0,22035.0,0.1541,74557.63,AED,2026-01-05 06:00:00
L0012691,INV-2024-006105,INV,,2024-12-16,REP-006,CUST-00069,Egypt,CY-EDR,1.0,143291.7,0.1207,125996.39,EGP,2026-01-05 06:00:00
L0022908,INV-2025-011120,INV,,2025-07-29,REP-060,CUST-00786,UAE,DV-AP,27.0,1652.62,0.2422,33813.6,AED,2026-01-05 06:00:00
L0023366,INV-2025-011352,INV,,2025-08-11,REP-016,CUST-00193,Egypt,DV-AP,2.0,22438.48,0.1476,38253.12,EGP,2026-01-05 06:00:00
L0030322,INV-2025-014686,INV,,2025-12-12,REP-057,CUST-00792,UAE,CL-IAAS-S,4.0,6610.5,0.2114,20852.16,AED,2026-01-05 06:00:00
L0019284,INV-2025-009345,INV,,2025-05-02,REP-017,CUST-00080,Egypt,DV-RTR,1.0,54923.55,0.0699,51084.39,EGP,2026-01-05 06:00:00
L0024237,INV-2025-011769,INV,,2025-08-29,REP-084,CUST-00868,Oman,DV-AP,1.0,173.02,0.1327,150.06,OMR,2026-01-05 06:00:00
L0012110,INV-2024-005847,INV,,2024-11-15,REP-045,CUST-00667,Saudi Arabia,cy-edr ,1.0,11250.0,0.0812,10336.5,SAR,2026-01-05 06:00:00
L0006889,INV-2024-003370,INV,,2024-07-30,REP-006,CUST-00053,Egypt,MS-HELP,1.0,232548.96,0.1503,197596.85,EGP,2026-01-05 06:00:00
L0018467,INV-2025-008948,INV,,2025-04-24,REP-042,CUST-00658,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0669,8397.9,SAR,2026-01-05 06:00:00
L0010933,INV-2024-005295,INV,,2024-10-14,REP-051,CUST-00731,UAE,MS-HELP,3.0,17628.0,0.1416,45395.63,AED,2026-01-05 06:00:00
L0005909,INV-2024-002916,INV,,2024-06-29,REP-022,CUST-00340,Egypt,DV-AP,1.0,21652.52,0.187,17603.5,EGP,2026-01-05 06:00:00
L0018790,INV-2025-009096,INV,,2025-04-30,REP-061,CUST-00819,UAE,DV-AP,1.0,1652.62,0.1871,1343.41,AED,2026-01-05 06:00:00
L0027917,INV-2025-013549,INV,,2025-11-17,REP-032,CUST-00400,Saudi Arabia,DV-SW48,2.0,8250.0,0.0736,15285.6,SAR,2026-01-05 06:00:00
L0024120,INV-2025-011705,INV,,2025-08-31,REP-049,CUST-00779,UAE,CL-BKP,1.0,4407.0,0.1957,3544.55,AED,2026-01-05 06:00:00
L0008412,INV-2024-004104,INV,,2024-08-05,REP-070,CUST-00423,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.1514,7637.4,SAR,2026-01-05 06:00:00
L0014304,INV-2025-006873,INV,,2025-01-20,REP-009,CUST-00055,Egypt,DV-RTR,1.0,54646.57,0.1156,48329.43,EGP,2026-01-05 06:00:00
L0028543,INV-2025-013826,INV,,2025-11-27,REP-061,CUST-00779,UAE,DV-AP,19.0,1652.62,0.2133,24702.21,AED,2026-01-05 06:00:00
L0018827,INV-2025-009116,INV,,2025-04-21,REP-071,CUST-00781,UAE,CN-SDWAN,1.0,13221.0,0.1846,10780.4,AED,2026-01-05 06:00:00
L0009743,INV-2024-004733,INV,,2024-09-12,REP-051,CUST-00771,UAE,MS-NOC,2.0,44070.0,0.1269,76955.03,AED,2026-01-05 06:00:00
L0007971,INV-2024-003875,INV,,2024-08-30,REP-007,CUST-00039,Egypt,PS-IMPL,3.0,38257.28,0.1263,100276.16,EGP,2026-01-05 06:00:00
L0023778,INV-2025-011552,INV,,2025-08-30,REP-039,CUST-00468,Saudi Arabia,CN-FIB-100,3.0,9000.0,0.1356,23338.8,SAR,2026-01-05 06:00:00
L0004923,INV-2024-002419,INV,,2024-05-30,REP-034,CUST-00394,Saudi Arabia,CY-EDR,3.0,11250.0,0.0853,30871.12,SAR,2026-01-05 06:00:00
L0012826,INV-2024-006158,INV,,2024-12-27,REP-010,CUST-00174,Egypt,CL-BKP,1.0,57316.68,0.0414,54943.77,EGP,2026-01-05 06:00:00
L0013415,INV-2024-006454,INV,,2024-12-23,REP-040,CUST-00527,Saudi Arabia,CN-FIB-100,3.0,9000.0,0.0,27000.0,SAR,2026-01-05 06:00:00
L0028161,INV-2025-013654,INV,,2025-11-29,REP-044,CUST-00455,Saudi Arabia,CN-SDWAN,1.0,13500.0,0.0564,12738.6,SAR,2026-01-05 06:00:00
L0009563,INV-2024-004645,INV,,2024-09-11,REP-042,CUST-00564,Saudi Arabia,CL-PROD,1.0,5625.0,0.0481,5354.44,SAR,2026-01-05 06:00:00
L0023294,INV-2025-011311,INV,,2025-08-08,REP-010,CUST-00249,Egypt,DV-AP,1.0,22438.48,0.0521,21269.44,EGP,2026-01-05 06:00:00
L0017913,INV-2025-008670,INV,,2025-04-22,REP-017,CUST-00290,Egypt,CL-BKP,1.0,58959.6,0.0392,56648.38,EGP,2026-01-05 06:00:00
L0013091,INV-2024-006315,INV,,2024-12-30,REP-022,CUST-00358,Egypt,CY-EDR,1.0,143291.7,0.1679,119233.02,EGP,2026-01-05 06:00:00
L0005965,INV-2024-002943,INV,,2024-06-24,REP-025,CUST-00373,Egypt,DV-AP,3.0,21652.52,0.1658,54187.6,EGP,2026-01-05 06:00:00
L0014300,INV-2025-006871,INV,,2025-01-28,REP-009,CUST-00058,Egypt,PS-TRN,1.0,74518.05,0.1245,65240.55,EGP,2026-01-05 06:00:00
L0022005,INV-2025-010697,INV,,2025-07-26,REP-004,CUST-00043,Egypt,MS-HELP,1.0,237724.8,0.0904,216234.48,EGP,2026-01-05 06:00:00
L0019986,INV-2025-009702,INV,,2025-05-28,REP-050,CUST-00719,UAE,CN-FIB-100,5.0,8814.0,0.0804,40526.77,AED,2026-01-05 06:00:00
L0013382,INV-2024-006433,INV,,2024-12-18,REP-075,CUST-00405,Saudi Arabia,CY-EDR,1.0,11250.0,0.1226,9870.75,SAR,2026-01-05 06:00:00
L0017100,INV-2025-008268,INV,,2025-03-06,REP-033,CUST-00402,Saudi Arabia,CY-FW,2.0,6000.0,0.0926,10888.8,USD,2026-01-05 06:00:00
L0029511,INV-2025-014333,INV,,2025-12-18,REP-093,CUST-00371,Egypt,CN-SDWAN,1.0,181633.32,0.2019,144961.55,EGP,2026-01-05 06:00:00
L0024663,INV-2025-011972,INV,,2025-09-30,REP-077,CUST-00106,Egypt,DV-AP,3.0,22527.72,0.0726,62676.62,EGP,2026-01-05 06:00:00
L0004151,INV-2024-002041,INV,,2024-04-11,REP-057,CUST-00796,UAE,CL-BKP,6.0,4407.0,0.1699,21949.5,AED,2026-01-05 06:00:00
L0012945,INV-2024-006229,INV,,2024-12-28,REP-017,CUST-00265,Egypt,CN-FIB-100,1.0,114633.36,0.0291,111297.53,EGP,2026-01-05 06:00:00
L0002526,INV-2024-001239,INV,,2024-03-14,REP-021,CUST-00338,Egypt,CL-BKP,4.0,56895.96,0.2094,179927.78,EGP,2026-01-05 06:00:00
L0007630,INV-2024-003724,INV,,2024-07-08,REP-054,CUST-00744,UAE,CN-FIB-100,1.0,8814.0,0.091,8011.93,AED,2026-01-05 06:00:00
L0021232,INV-2025-010308,INV,,2025-06-02,REP-039,CUST-00487,Saudi Arabia,CL-IAAS-S,1.0,6750.0,0.086,6169.5,SAR,2026-01-05 06:00:00
L0004473,INV-2024-002186,INV,,2024-05-20,REP-008,CUST-00021,egypt,CN-FIB-100,1.0,114923.28,0.0689,107005.07,EGP,2026-01-05 06:00:00
L0020664,INV-2025-010030,INV,,2025-06-29,REP-015,CUST-00227,Egypt,MS-HELP,1.0,240514.08,0.1143,213023.32,EGP,2026-01-05 06:00:00
L0023536,INV-2025-011450,INV,,2025-08-30,REP-023,CUST-00374,Egypt,CN-FIB-100,1.0,119671.92,0.2175,93643.28,EGP,2026-01-05 06:00:00
L0005579,INV-2024-002744,INV,,2024-06-28,REP-005,CUST-00046,Egypt,CY-EDR,1.0,144350.1,0.1878,117241.15,EGP,2026-01-05 06:00:00
L0029472,INV-2025-014315,INV,,2025-12-28,REP-027,CUST-00336,Egypt,DV-AP,16.0,22704.16,0.1958,292138.97,EGP,2026-01-05 06:00:00
L0023196,INV-2025-011273,INV,,2025-08-30,REP-004,CUST-00039,Egypt,MS-HELP,1.0,239343.84,0.0849,219023.55,EGP,2026-01-05 06:00:00
L0007100,INV-2024-003479,INV,,2024-07-04,REP-018,CUST-00323,Egypt,CL-BKP,1.0,58137.24,0.1194,51195.65,EGP,2026-01-05 06:00:00
L0003381,INV-2024-001651,INV,,2024-04-30,REP-010,CUST-00299,Egypt,CY-EDR,1.0,143821.2,0.0153,141620.74,EGP,2026-01-05 06:00:00
L0008722,INV-2024-004244,INV,,2024-08-07,REP-060,CUST-00815,UAE,CY-FW,2.0,22035.0,0.1908,35661.44,AED,2026-01-05 06:00:00
L0012100,INV-2024-005842,INV,,2024-11-28,REP-045,CUST-00559,Saudi Arabia,CL-BKP,6.0,4500.0,0.1348,23360.4,SAR,2026-01-05 06:00:00
L0024601,INV-2025-011936,INV,,2025-09-30,REP-018,CUST-00215,Egypt,DV-RTR,1.0,55067.76,0.1243,48222.84,EGP,2026-01-05 06:00:00
L0003860,INV-2024-001898,INV,,2024-04-29,REP-041,CUST-00617,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0608,8452.8,SAR,2026-01-05 06:00:00
L0029543,INV-2025-014348,INV,,2025-12-19,REP-028,CUST-00378,Saudi Arabia,MS-NOC,3.0,45000.0,0.1,121500.0,SAR,2026-01-05 06:00:00
L0011327,INV-2024-005471,INV,,2024-11-29,,CUST-00016,Egypt,MS-HELP,1.0,231903.36,0.2061,184108.08,EGP,2026-01-05 06:00:00
L0029133,INV-2025-014129,INV,,2025-12-17,REP-016,CUST-00255,Egypt,CL-BKP,1.0,60544.44,0.1209,53224.62,EGP,2026-01-05 06:00:00
L0015646,INV-2025-007551,INV,,2025-02-07,REP-019,CUST-00120,Egypt,CL-BKP,1.0,58935.24,0.026,57402.92,EGP,2026-01-05 06:00:00
L0026504,INV-2025-012853,INV,,2025-10-21,REP-075,CUST-00425,Saudi Arabia,CY-EDR,1.0,11250.0,0.1013,10110.38,SAR,2026-01-05 06:00:00
L0020798,INV-2025-010107,INV,,2025-06-20,REP-020,CUST-00181,Egypt,CN-FIB-100,1.0,120257.04,0.0669,112211.84,EGP,2026-01-05 06:00:00
L0008073,INV-2024-003935,INV,,2024-08-02,REP-014,CUST-00269,Egypt,CN-FIB-100,1.0,114771.84,0.0188,112614.13,EGP,2026-01-05 06:00:00
L0017364,INV-2025-008403,INV,,2025-03-19,REP-045,CUST-00464,Saudi Arabia,CL-BKP,1.0,4500.0,0.1225,3948.75,SAR,2026-01-05 06:00:00
L0026435,INV-2025-012827,INV,,2025-10-15,REP-035,CUST-00402,Saudi Arabia,PS-AUD,5.0,20625.0,0.1023,92575.31,SAR,2026-01-05 06:00:00
L0008812,INV-2024-004289,INV,,2024-08-06,REP-065,CUST-00917,Oman,CN-FIB-100,2.0,922.8,0.0392,1773.25,OMR,2026-01-05 06:00:00
L0007830,INV-2024-003809,INV,,2024-07-13,REP-065,CUST-00870,Oman,DV-AP,3.0,173.02,0.013,512.31,OMR,2026-01-05 06:00:00
L0015917,INV-2025-007675,INV,,2025-02-26,REP-037,CUST-00439,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.1502,7648.2,SAR,2026-01-05 06:00:00
L0010865,INV-2024-005271,INV,,2024-10-16,REP-047,CUST-00618,Saudi Arabia,CN-SDWAN,1.0,13500.0,0.0477,12856.05,SAR,2026-01-05 06:00:00
L0023050,INV-2025-011188,INV,,2025-07-13,REP-067,CUST-00884,oman,DV-AP,2.0,173.02,0.0521,328.01,OMR,2026-01-05 06:00:00
L0012270,INV-2024-005923,INV,,2024-11-26,REP-054,CUST-00716,UAE,CN-FIB-100,1.0,8814.0,0.1278,7687.57,AED,2026-01-05 06:00:00
L0013280,INV-2024-006398,INV,,2024-12-14,REP-032,CUST-00406,Saudi Arabia,MS-HELP,1.0,18000.0,0.173,14886.0,SAR,2026-01-05 06:00:00
L0026554,INV-2025-012876,INV,,2025-10-06,REP-039,CUST-00468,Saudi Arabia,PS-IMPL,1.0,3000.0,0.0644,2806.8,SAR,2026-01-05 06:00:00
L0014216,INV-2025-006843,INV,,2025-01-16,REP-005,CUST-00015,Egypt,DV-AP,4.0,22355.42,0.1682,74380.95,EGP,2026-01-05 06:00:00
L0030798,CN-2024-00035,CN,INV-2024-001775,2024-08-01,REP-022,CUST-00368,Egypt,CN-FIB-100,-1.0,114771.84,0.1403,-98669.35,EGP,2026-01-05 06:00:00
L0017526,INV-2025-008476,INV,,2025-03-23,REP-072,CUST-00743,UAE,CY-EDR,1.0,11017.5,0.1002,9913.55,AED,2026-01-05 06:00:00
L0022130,INV-2025-010745,INV,,2025-07-08,REP-011,CUST-00116,Egypt,CN-FIB-100,1.0,118862.4,0.0099,117685.66,EGP,2026-01-05 06:00:00
L0021583,INV-2025-010494,INV,,2025-06-15,REP-055,CUST-00768,UAE,CN-FIB-100,2.0,8814.0,0.1016,15837.0,AED,2026-01-05 06:00:00
L0019899,INV-2025-009662,INV,,2025-05-27,REP-046,CUST-00638,Saudi Arabia,CL-BKP,1.0,4500.0,0.069,4189.5,SAR,2026-01-05 06:00:00
L0019315,INV-2025-009365,INV,,2025-05-31,REP-019,CUST-00174,Egypt,CN-FIB-100,1.0,119833.2,0.0133,118239.42,EGP,2026-01-05 06:00:00
L0014351,INV-2025-006896,INV,,2025-01-15,REP-011,CUST-00315,Egypt,MS-HELP,1.0,238457.76,0.0424,228347.15,EGP,2026-01-05 06:00:00
L0019131,INV-2025-009260,INV,,2025-05-24,REP-009,CUST-00020,Egypt,CN-MPLS,1.0,449374.5,0.0783,414188.48,EGP,2026-01-05 06:00:00
L0030267,INV-2025-014663,INV,,2025-12-29,REP-088,CUST-00737,UAE,CY-FW,2.0,22035.0,0.2018,35176.67,AED,2026-01-05 06:00:00
L0026474,INV-2025-012843,INV,,2025-10-18,REP-070,CUST-00379,Saudi Arabia,CY-EDR,1.0,11250.0,0.0978,10149.75,SAR,2026-01-05 06:00:00
L0009502,INV-2024-004612,INV,,2024-09-10,REP-038,CUST-00678,Saudi Arabia,CN-FIB-100,2.0,9000.0,0.0574,16966.8,SAR,2026-01-05 06:00:00
L0026099,INV-2025-012647,INV,,2025-10-20,REP-016,CUST-00285,Egypt,CN-FIB-100,1.0,118945.44,0.1028,106717.85,EGP,2026-01-05 06:00:00
L0003402,INV-2024-001663,INV,,2024-04-11,REP-011,CUST-00268,Egypt,CL-IAAS-S,1.0,86292.72,0.019,84653.16,EGP,2026-01-05 06:00:00
L0023002,INV-2025-011166,INV,,2025-07-10,REP-065,CUST-00916,Oman,CY-EDR,1.0,1153.5,0.0215,1128.7,OMR,2026-01-05 06:00:00
L0012450,INV-2024-005989,INV,,2024-11-03,REP-061,CUST-00777,UAE,CL-BKP,1.0,4407.0,0.1858,3588.18,AED,2026-01-05 06:00:00
L0020315,INV-2025-009861,INV,,2025-05-27,REP-074,CUST-00858,Oman,CN-FIB-100,1.0,922.8,0.0593,868.08,OMR,2026-01-05 06:00:00
L0006120,INV-2024-003012,INV,,2024-06-01,REP-035,CUST-00413,Saudi Arabia,DV-RTR,1.0,4125.0,0.0825,3784.69,SAR,2026-01-05 06:00:00
L0020115,INV-2025-009757,INV,,2025-05-25,REP-057,CUST-00818,UAE,DV-SW48,4.0,8079.5,0.1225,28359.04,AED,2026-01-05 06:00:00
L0016162,INV-2025-007810,INV,,2025-02-25,REP-046,CUST-00609,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0463,8583.3,SAR,2026-01-05 06:00:00
L0012009,INV-2024-005787,INV,,2024-11-30,REP-040,CUST-00591,Saudi Arabia,DV-SW48,2.0,8250.0,0.0,16500.0,SAR,2026-01-05 06:00:00
L0026106,INV-2025-012650,INV,,2025-10-17,REP-016,CUST-00285,Egypt,DV-AP,7.0,22302.27,0.0981,140800.92,EGP,2026-01-05 06:00:00
L0007311,INV-2024-003580,INV,,2024-07-22,REP-028,CUST-00439,Saudi Arabia,PS-IMPL,1.0,3000.0,0.1008,2697.6,SAR,2026-01-05 06:00:00
L0019247,INV-2025-009323,INV,,2025-05-21,REP-015,CUST-00305,Egypt,CL-PROD,4.0,74895.75,0.0661,279780.56,EGP,2026-01-05 06:00:00
L0014696,INV-2025-007083,INV,,2025-01-13,REP-031,CUST-00421,Saudi Arabia,DV-RTR,20.0,4125.0,0.0858,75421.5,SAR,2026-01-05 06:00:00
L0022888,INV-2025-011109,INV,,2025-07-19,REP-057,CUST-00777,UAE,PS-TRN,1.0,5508.75,0.1869,4479.16,AED,2026-01-05 06:00:00
L0015015,INV-2025-007238,INV,,2025-01-27,REP-076,CUST-00641,saudi arabia,MS-HELP,1.0,18000.0,0.0385,17307.0,SAR,2026-01-05 06:00:00
L0017956,INV-2025-008699,INV,,2025-04-07,REP-020,CUST-00262,Egypt,CL-BKP,1.0,58959.6,0.0277,57326.42,EGP,2026-01-05 06:00:00
L0025640,INV-2025-012411,INV,,2025-09-30,REP-083,CUST-00801,UAE,CY-EDR,1.0,11017.5,0.1667,9180.88,AED,2026-01-05 06:00:00
L0004724,INV-2024-002335,INV,,2024-05-29,REP-020,CUST-00125,Egypt,DV-AP,1.0,21548.12,0.0543,20378.06,EGP,2026-01-05 06:00:00
L0022419,INV-2025-010904,INV,,2025-07-01,REP-029,CUST-00438,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.1296,7833.6,SAR,2026-01-05 06:00:00
L0029839,INV-2025-014456,INV,,2025-12-15,REP-039,CUST-00451,Saudi Arabia, cy-edr,1.0,11250.0,0.0701,10461.38,SAR,2026-01-05 06:00:00
L0005197,INV-2024-002574,INV,,2024-05-29,REP-050,CUST-00727,UAE,CN-FIB-100,9.0,8814.0,0.1515,67308.11,AED,2026-01-05 06:00:00
L0017947,INV-2025-008695,INV,,2025-04-10,REP-019,CUST-00128,Egypt,CY-EDR,1.0,147399.0,0.0243,143817.2,EGP,2026-01-05 06:00:00
L0002726,INV-2024-001329,INV,,2024-03-27,REP-036,CUST-00381,Saudi Arabia,MS-HELP,1.0,18000.0,0.1637,15053.4,SAR,2026-01-05 06:00:00
L0020580,INV-2025-009982,INV,,2025-06-02,REP-009,CUST-00025,Egypt,CN-FIB-100,2.0,120257.04,0.0975,217063.96,EGP,2026-01-05 06:00:00
L0026041,INV-2025-012611,INV,,2025-10-30,REP-011,CUST-00312,Egypt,CL-BKP,2.0,59472.72,0.065,111213.99,EGP,2026-01-05 06:00:00
L0020073,INV-2025-009736,INV,,2025-05-19,REP-083,CUST-00755,UAE,MS-HELP,1.0,17628.0,0.0642,16496.28,AED,2026-01-05 06:00:00
L0025735,INV-2025-012464,INV,,2025-09-15,REP-074,CUST-00947,Oman,CL-PROD,2.0,576.75,0.0539,1091.33,OMR,2026-01-05 06:00:00
L0020856,INV-2025-010141,INV,,2025-06-20,REP-078,CUST-00227,Egypt,CY-EDR,1.0,150321.3,0.1256,131440.94,EGP,2026-01-05 06:00:00
L0007694,INV-2024-003746,INV,,2024-07-29,REP-058,CUST-00781,UAE,CN-FIB-100,3.0,8814.0,0.2456,19947.84,AED,2026-01-05 06:00:00
L0017219,INV-2025-008323,INV,,27/03/2025,REP-039,CUST-00565,Saudi Arabia,CY-EDR,1.0,11250.0,0.1046,10073.25,SAR,2026-01-05 06:00:00
L0015091,INV-2025-007266,INV,,2025-01-24,REP-053,CUST-00751,UAE,CL-IAAS-S,15.0,6610.5,0.0544,93763.33,AED,2026-01-05 06:00:00
L0022539,INV-2025-010952,INV,,2025-07-31,REP-038,CUST-00557,Saudi Arabia,DV-AP,5.0,1687.5,0.0768,7789.5,SAR,2026-01-05 06:00:00
L0007596,INV-2024-003714,INV,,2024-07-07,REP-051,CUST-00736,UAE,MS-HELP,1.0,17628.0,0.1187,15535.56,AED,2026-01-05 06:00:00
L0029243,INV-2025-014192,INV,,2025-12-01,REP-020,CUST-00180,Egypt,CL-BKP,1.0,60544.44,0.0294,58764.43,EGP,2026-01-05 06:00:00
L0031027,CN-2025-00160,CN,INV-2024-006111,2025-03-01,REP-006,CUST-00018,Egypt,CN-FIB-100,-7.0,117477.36,0.1608,-690109.0,EGP,2026-01-05 06:00:00
L0023172,INV-2025-011263,INV,,2025-08-30,REP-002,CUST-00009,Egypt,CN-FIB-100,1.0,119671.92,0.1351,103504.24,EGP,2026-01-05 06:00:00
L0025973,INV-2025-012577,INV,,2025-10-16,REP-009,CUST-00069,Egypt,MS-HELP,1.0,237890.88,0.096,215053.36,EGP,2026-01-05 06:00:00
L0026690,INV-2025-012956,INV,,2025-10-30,REP-045,CUST-00632,Saudi Arabia,MS-HELP,1.0,18000.0,0.1193,15852.6,SAR,2026-01-05 06:00:00
L0021025,INV-2025-010218,INV,,2025-06-07,REP-029,CUST-00443,Saudi Arabia,DV-AP,2.0,1687.5,0.1351,2919.04,SAR,2026-01-05 06:00:00
L0012400,INV-2024-005967,INV,,2024-11-21,REP-059,CUST-00811,UAE,CY-EDR,5.0,11017.5,0.1809,45122.17,AED,2026-01-05 06:00:00
L0006962,INV-2024-003400,INV,,2024-07-15,REP-010,CUST-00197,Egypt,CL-BKP,1.0,58137.24,0.0261,56619.86,EGP,2026-01-05 06:00:00
L0025476,INV-2025-012338,INV,,2025-09-13,REP-088,CUST-00769,UAE,CN-FIB-100,1.0,8814.0,0.1325,7646.14,AED,2026-01-05 06:00:00
L0002798,INV-2024-001362,INV,,2024-03-02,REP-041,CUST-00523,Saudi Arabia,MS-COLO,1.0,36000.0,0.0547,34030.8,SAR,2026-01-05 06:00:00
L0026498,INV-2025-012851,INV,,2025-10-27,REP-075,CUST-00393,Saudi Arabia,CL-IAAS-S,3.0,6750.0,0.0858,18512.55,SAR,2026-01-05 06:00:00
L0012024,INV-2024-005794,INV,,2024-11-29,REP-042,CUST-00609,Saudi Arabia,CL-BKP,4.0,4500.0,0.109,16038.0,SAR,2026-01-05 06:00:00
L0010098,INV-2024-004899,INV,,2024-10-25,REP-002,CUST-00044,Egypt,MS-HELP,1.0,233582.4,0.1404,200787.43,EGP,2026-01-05 06:00:00
L0008881,INV-2024-004322,INV,,2024-09-17,REP-001,CUST-00038,Egypt,CL-BKP,3.0,57884.28,0.1465,148212.7,EGP,2026-01-05 06:00:00
L0021734,INV-2025-010556,INV,,2025-06-03,REP-063,CUST-00788,UAE,DV-AP,2.0,1652.62,0.1605,2774.75,AED,2026-01-05 06:00:00
L0024848,INV-2025-012062,INV,,2025-09-15,REP-027,CUST-00342,Egypt,CL-BKP,1.0,60073.92,0.2175,47007.84,EGP,2026-01-05 06:00:00
L0009004,INV-2024-004370,INV,,2024-09-01,REP-007,CUST-00070,Egypt,MS-HELP,1.0,231537.12,0.1153,204840.89,EGP,2026-01-05 06:00:00
L0010343,INV-2024-005009,INV,,2024-10-15,REP-016,CUST-00155,Egypt,PS-TRN,1.0,72994.5,0.1176,64410.35,EGP,2026-01-05 06:00:00
L0013428,INV-2024-006464,INV,,16/12/2024,REP-040,CUST-00684,Saudi Arabia,DV-SW48,1.0,8250.0,0.0,8250.0,SAR,2026-01-05 06:00:00
L0000945,INV-2024-000450,INV,,2024-02-23,REP-002,CUST-00016,Egypt,MS-HELP,1.0,148320.0,0.1302,129008.74,EGP,2026-01-05 06:00:00
L0030713,INV-2025-014888,INV,,2025-12-09,REP-084,CUST-00845,Oman,DV-SW48,2.0,845.9,0.0886,1541.91,OMR,2026-01-05 06:00:00
L0019155,INV-2025-009269,INV,,2025-05-08,REP-010,CUST-00077,Egypt,CL-BKP,2.0,59916.6,0.0418,114824.17,EGP,2026-01-05 06:00:00
L0004198,INV-2024-002062,INV,,2024-04-29,REP-059,CUST-00780,UAE,DV-SW48,3.0,8079.5,0.202,19342.32,AED,2026-01-05 06:00:00
L0017870,INV-2025-008646,INV,,2025-04-28,REP-015,CUST-00251,Egypt,CL-BKP,1.0,58959.6,0.0762,54466.88,EGP,2026-01-05 06:00:00
L0002415,INV-2024-001177,INV,,2024-03-16,REP-016,CUST-00084,Egypt,CL-BKP,3.0,56895.96,0.1127,151451.36,EGP,2026-01-05 06:00:00
L0011308,INV-2024-005466,INV,,2024-11-03,REP-001,CUST-00031,Egypt,CN-FIB-100,1.0,115951.68,0.0721,107591.56,EGP,2026-01-05 06:00:00
L0005114,INV-2024-002528,INV,,2024-05-20,REP-045,CUST-00564,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.085,8235.0,SAR,2026-01-05 06:00:00
L0005255,INV-2024-002594,INV,,2024-05-28,REP-053,CUST-00755,UAE,CN-MPLS,2.0,33052.5,0.0859,60426.58,AED,2026-01-05 06:00:00
L0008084,INV-2024-003941,INV,,2024-08-31,REP-015,CUST-00321,Egypt,CN-FIB-100,1.0,114771.84,0.1205,100941.83,EGP,2026-01-05 06:00:00
L0030160,INV-2025-014627,INV,,2025-12-27,REP-055,CUST-00720,UAE,CY-EDR,1.0,11017.5,0.0657,10293.65,AED,2026-01-05 06:00:00
